task_name,primitive,token_budget,run_num,repo,resolved,exit_status,patch_generated,failure_mode,step_count,total_tokens_consumed,total_prompt_tokens,total_completion_tokens,latency_e2e_s,latency_llm_s,mean_step_latency_s,compression_events,mean_compression_ratio,summarization_prompt_tokens,summarization_latency_s,trc_fallback_events,online_trc_clears,ablation,depth
sympy__sympy-13091,SS-partial,12000,2,sympy__sympy,False,Submitted,True,submitted_unresolved,8,44318,43599,719,26.29,19.933,2.492,0,1.0,0,0.0,0,0,qwen25-7b-budgeted-12000-d030,0.3
scikit-learn__scikit-learn-25747,SU-partial,12000,1,scikit-learn__scikit-learn,,,False,silent_crash,111,988711,961369,27342,1500.0,717.222,6.703,6,0.28100868167156046,60587,76.937,0,0,qwen25-7b-budgeted-12000-d030,0.3
sympy__sympy-13757,SU-full,12000,1,sympy__sympy,False,Submitted,True,submitted_unresolved,11,82072,80596,1476,94.31,33.102,3.009,1,0.15121834687052077,11344,11.845,0,0,qwen25-7b-budgeted-12000-d030,0.3
sympy__sympy-11618,SU-partial,12000,2,sympy__sympy,,LimitsExceeded,False,limits_exceeded,125,1061728,1050076,11652,655.3,327.555,2.62,2,0.20846543565592685,23258,10.249,0,0,qwen25-7b-budgeted-12000-d030,0.3
scikit-learn__scikit-learn-25747,SS-partial,12000,1,scikit-learn__scikit-learn,,,False,silent_crash,111,953360,928174,25186,1500.0,673.023,6.118,5,0.2790930963891178,49309,52.801,0,0,qwen25-7b-budgeted-12000-d030,0.3
sympy__sympy-13757,SU-partial,12000,1,sympy__sympy,False,Submitted,True,submitted_unresolved,14,35698,34608,1090,46.41,29.319,2.255,0,1.0,0,0.0,0,0,qwen25-7b-budgeted-12000-d030,0.3
scikit-learn__scikit-learn-26323,SU-partial,12000,1,scikit-learn__scikit-learn,,LimitsExceeded,False,limits_exceeded,125,991858,974038,17820,1214.95,464.366,3.745,2,0.2546135289698042,21524,19.511,0,0,qwen25-7b-budgeted-12000-d030,0.3
sympy__sympy-13031,SS,12000,2,sympy__sympy,,LimitsExceeded,False,limits_exceeded,125,939566,924849,14717,454.81,394.288,3.154,2,0.15639541743835278,22577,21.77,0,0,qwen25-7b-budgeted-12000-d030,0.3
sympy__sympy-13757,SU-partial,12000,2,sympy__sympy,False,Submitted,True,submitted_unresolved,13,40315,39131,1184,44.97,32.381,2.698,0,1.0,0,0.0,0,0,qwen25-7b-budgeted-12000-d030,0.3
sympy__sympy-15017,TR,12000,1,sympy__sympy,False,Submitted,True,submitted_unresolved,12,37846,36899,947,34.63,26.454,2.204,0,1.0,0,0.0,0,0,qwen25-7b-budgeted-12000-d030,0.3
sympy__sympy-13757,SS-partial,12000,1,sympy__sympy,False,Submitted,True,submitted_unresolved,18,142215,140351,1864,67.14,49.78,2.766,1,0.1316023080337328,13342,10.459,0,0,qwen25-7b-budgeted-12000-d030,0.3
sympy__sympy-13757,SS-partial,12000,2,sympy__sympy,,Submitted,False,silent_crash,20,143559,141784,1775,63.42,56.322,2.816,0,1.0,0,0.0,0,0,qwen25-7b-budgeted-12000-d030,0.3
sympy__sympy-15017,TR,12000,2,sympy__sympy,False,Submitted,True,submitted_unresolved,10,30010,29249,761,28.54,22.221,2.222,0,1.0,0,0.0,0,0,qwen25-7b-budgeted-12000-d030,0.3
sympy__sympy-15017,SS,12000,1,sympy__sympy,,Submitted,False,silent_crash,12,40684,39832,852,29.68,23.56,1.963,0,1.0,0,0.0,0,0,qwen25-7b-budgeted-12000-d030,0.3
sympy__sympy-15017,SU-full,12000,2,sympy__sympy,False,Submitted,True,submitted_unresolved,15,66540,64960,1580,54.53,32.236,2.303,1,0.14646571853109744,12968,13.329,0,0,qwen25-7b-budgeted-12000-d030,0.3
sympy__sympy-15017,SS,12000,2,sympy__sympy,,Submitted,False,silent_crash,13,39803,38759,1044,41.46,31.145,2.595,0,1.0,0,0.0,0,0,qwen25-7b-budgeted-12000-d030,0.3
sympy__sympy-15017,SU-partial,12000,1,sympy__sympy,,Submitted,False,silent_crash,10,23942,22870,1072,32.88,27.105,2.71,0,1.0,0,0.0,0,0,qwen25-7b-budgeted-12000-d030,0.3
scikit-learn__scikit-learn-26323,SU-full,12000,1,scikit-learn__scikit-learn,,,False,silent_crash,16,112490,108564,3926,1500.0,111.193,7.942,0,1.0,0,0.0,0,0,qwen25-7b-budgeted-12000-d030,0.3
sympy__sympy-13031,SU-full,12000,1,sympy__sympy,False,Submitted,True,submitted_unresolved,85,782155,770298,11857,717.74,222.197,2.614,1,0.4099344104943209,12112,114.638,0,0,qwen25-7b-budgeted-12000-d030,0.3
sympy__sympy-15017,SU-partial,12000,2,sympy__sympy,False,Submitted,True,submitted_unresolved,13,77114,76105,1009,38.7,32.363,2.489,0,1.0,0,0.0,0,0,qwen25-7b-budgeted-12000-d030,0.3
sympy__sympy-15017,SS-partial,12000,1,sympy__sympy,False,Submitted,True,submitted_unresolved,11,34660,33687,973,32.18,25.991,2.363,0,1.0,0,0.0,0,0,qwen25-7b-budgeted-12000-d030,0.3
sympy__sympy-15017,SS-partial,12000,2,sympy__sympy,False,Submitted,True,submitted_unresolved,13,46146,45134,1012,33.74,26.966,2.074,0,1.0,0,0.0,0,0,qwen25-7b-budgeted-12000-d030,0.3
sympy__sympy-13757,TR,12000,2,sympy__sympy,,LimitsExceeded,False,limits_exceeded,125,976879,960915,15964,470.28,449.844,3.599,2,0.29410106120812496,0,0.0,0,0,qwen25-7b-budgeted-12000-d030,0.3
sympy__sympy-15345,TR,12000,2,sympy__sympy,,Submitted,False,silent_crash,13,28648,27566,1082,34.99,28.476,2.19,0,1.0,0,0.0,0,0,qwen25-7b-budgeted-12000-d030,0.3
scikit-learn__scikit-learn-26323,SU-full,12000,2,scikit-learn__scikit-learn,,,False,silent_crash,82,625016,610056,14960,1500.01,382.781,4.668,3,0.20077994756299952,33956,40.67,0,0,qwen25-7b-budgeted-12000-d030,0.3
scikit-learn__scikit-learn-26323,SS,12000,2,scikit-learn__scikit-learn,,,False,silent_crash,73,608814,593505,15309,1500.01,268.807,3.733,7,0.2178631060317505,87885,176.406,0,0,qwen25-7b-budgeted-12000-d030,0.3
sympy__sympy-13757,TR,12000,1,sympy__sympy,,LimitsExceeded,False,limits_exceeded,125,906607,888459,18148,539.04,507.408,4.059,4,0.254198135360938,0,0.0,0,0,qwen25-7b-budgeted-12000-d030,0.3
scikit-learn__scikit-learn-26323,SS-partial,12000,1,scikit-learn__scikit-learn,,,False,silent_crash,79,666613,641641,24972,1500.01,572.977,7.346,8,0.21334117067353983,100139,167.92,0,0,qwen25-7b-budgeted-12000-d030,0.3
sympy__sympy-15345,SU-partial,12000,2,sympy__sympy,,Submitted,False,silent_crash,18,112557,110646,1911,69.88,60.326,3.351,0,1.0,0,0.0,0,0,qwen25-7b-budgeted-12000-d030,0.3
sympy__sympy-13757,SS,12000,1,sympy__sympy,,LimitsExceeded,False,limits_exceeded,125,859033,842366,16667,487.12,449.426,3.595,2,0.13229322006583338,26442,20.278,0,0,qwen25-7b-budgeted-12000-d030,0.3
sympy__sympy-15017,SU-full,12000,1,sympy__sympy,False,Submitted,True,submitted_unresolved,71,569359,559653,9706,287.93,248.742,3.503,1,0.19563960690395574,11155,22.663,0,0,qwen25-7b-budgeted-12000-d030,0.3
sympy__sympy-13757,SS,12000,2,sympy__sympy,,LimitsExceeded,False,limits_exceeded,125,929820,914332,15488,489.48,417.617,3.341,2,0.12266900543021601,26618,13.94,0,0,qwen25-7b-budgeted-12000-d030,0.3
sympy__sympy-17630,SU-full,12000,2,sympy__sympy,False,Submitted,True,submitted_unresolved,9,51323,50250,1073,41.0,32.208,4.026,0,1.0,0,0.0,0,0,qwen25-7b-budgeted-12000-d030,0.3
sympy__sympy-15345,TR,12000,1,sympy__sympy,,LimitsExceeded,False,limits_exceeded,125,920165,907579,12586,369.77,349.934,2.799,1,0.29997512644059365,0,0.0,0,0,qwen25-7b-budgeted-12000-d030,0.3
sympy__sympy-17630,TR,12000,1,sympy__sympy,,Submitted,False,silent_crash,74,557825,548838,8987,301.91,270.931,3.711,4,0.41235237277037234,0,0.0,0,0,qwen25-7b-budgeted-12000-d030,0.3
sympy__sympy-15345,SS,12000,1,sympy__sympy,,LimitsExceeded,False,limits_exceeded,125,1042882,1027619,15263,479.88,401.146,3.209,2,0.1547097295174243,23733,29.067,0,0,qwen25-7b-budgeted-12000-d030,0.3
sympy__sympy-15345,SS-partial,12000,1,sympy__sympy,,LimitsExceeded,False,limits_exceeded,125,920272,905291,14981,442.85,402.225,3.218,1,0.2346067788182647,10392,16.688,0,0,qwen25-7b-budgeted-12000-d030,0.3
sympy__sympy-17630,SU-partial,12000,2,sympy__sympy,,Submitted,False,silent_crash,12,69033,67914,1119,41.48,32.401,2.7,0,1.0,0,0.0,0,0,qwen25-7b-budgeted-12000-d030,0.3
sympy__sympy-11618,SU-partial,12000,1,sympy__sympy,,,False,silent_crash,34,266253,259118,7135,1500.01,196.175,5.77,0,1.0,0,0.0,0,0,qwen25-7b-budgeted-12000-d030,0.3
sympy__sympy-13091,SU-partial,12000,1,sympy__sympy,,Submitted,False,silent_crash,19,98658,97140,1518,1038.57,40.469,2.248,1,0.1989697003268155,14971,6.377,0,0,qwen25-7b-budgeted-12000-d030,0.3
sympy__sympy-19637,TR,12000,2,sympy__sympy,,Submitted,False,silent_crash,11,41811,40762,1049,38.86,31.046,2.822,0,1.0,0,0.0,0,0,qwen25-7b-budgeted-12000-d030,0.3
sympy__sympy-19637,SU-full,12000,1,sympy__sympy,False,Submitted,True,submitted_unresolved,9,42891,42049,842,34.6,22.882,2.542,0,1.0,0,0.0,0,0,qwen25-7b-budgeted-12000-d030,0.3
sympy__sympy-17630,SS-partial,12000,1,sympy__sympy,False,Submitted,True,submitted_unresolved,30,199600,195732,3868,151.51,98.856,3.295,1,0.24174139648961446,10799,10.509,0,0,qwen25-7b-budgeted-12000-d030,0.3
sympy__sympy-15345,SS,12000,2,sympy__sympy,,LimitsExceeded,False,limits_exceeded,125,932209,907795,24414,763.76,643.734,5.32,3,0.1471617230787453,34161,41.458,0,0,qwen25-7b-budgeted-12000-d030,0.3
sympy__sympy-19637,SS,12000,1,sympy__sympy,,Submitted,False,silent_crash,20,130804,127993,2811,230.16,67.326,3.366,1,0.1337720867014808,13453,15.148,0,0,qwen25-7b-budgeted-12000-d030,0.3
sympy__sympy-13031,SU-partial,12000,1,sympy__sympy,,,False,silent_crash,76,636133,622819,13314,1500.01,335.991,4.48,2,0.2788472527650069,20905,53.659,0,0,qwen25-7b-budgeted-12000-d030,0.3
sympy__sympy-15345,SS-partial,12000,2,sympy__sympy,,LimitsExceeded,False,limits_exceeded,125,960288,934777,25511,837.03,670.61,5.365,3,0.2311713001146041,31669,33.796,0,0,qwen25-7b-budgeted-12000-d030,0.3
sympy__sympy-19637,TR,12000,1,sympy__sympy,,LimitsExceeded,False,limits_exceeded,125,905497,894366,11131,385.26,317.272,2.538,2,0.29820800271421277,0,0.0,0,0,qwen25-7b-budgeted-12000-d030,0.3
sympy__sympy-19637,SU-partial,12000,1,sympy__sympy,False,Submitted,True,submitted_unresolved,8,20431,19535,896,33.55,23.437,2.93,0,1.0,0,0.0,0,0,qwen25-7b-budgeted-12000-d030,0.3
sympy__sympy-19637,SS-partial,12000,1,sympy__sympy,,Submitted,False,silent_crash,4,7309,6902,407,19.86,10.792,2.698,0,1.0,0,0.0,0,0,qwen25-7b-budgeted-12000-d030,0.3
sympy__sympy-19637,SS-partial,12000,2,sympy__sympy,False,Submitted,True,submitted_unresolved,15,52534,50773,1761,69.42,46.89,3.349,0,1.0,0,0.0,0,0,qwen25-7b-budgeted-12000-d030,0.3
sympy__sympy-17630,SS,12000,2,sympy__sympy,,LimitsExceeded,False,limits_exceeded,125,945482,925533,19949,668.62,498.944,4.024,4,0.24310755395675054,41318,68.051,0,0,qwen25-7b-budgeted-12000-d030,0.3
sympy__sympy-13757,SU-full,12000,2,sympy__sympy,,,False,silent_crash,54,485996,479611,6385,1500.01,179.879,3.331,0,1.0,0,0.0,0,0,qwen25-7b-budgeted-12000-d030,0.3
sympy__sympy-24066,SS,12000,1,sympy__sympy,,Submitted,False,silent_crash,21,140355,138173,2182,85.38,63.02,3.001,0,1.0,0,0.0,0,0,qwen25-7b-budgeted-12000-d030,0.3
sympy__sympy-17630,SS-partial,12000,2,sympy__sympy,False,Submitted,True,submitted_unresolved,103,865246,847385,17861,761.74,442.215,4.378,6,0.21696319586157753,67375,88.785,0,0,qwen25-7b-budgeted-12000-d030,0.3
sympy__sympy-15345,SU-full,12000,1,sympy__sympy,,,False,silent_crash,43,310462,306084,4378,1500.02,126.974,3.097,0,1.0,0,0.0,0,0,qwen25-7b-budgeted-12000-d030,0.3
sympy__sympy-24066,SU-full,12000,1,sympy__sympy,,Submitted,False,silent_crash,40,328838,322313,6525,489.85,169.687,4.242,1,0.15835892589967715,11692,15.565,0,0,qwen25-7b-budgeted-12000-d030,0.3
sympy__sympy-19637,SU-full,12000,2,sympy__sympy,False,Submitted,True,submitted_unresolved,82,645026,624693,20333,863.31,235.397,2.98,5,0.28382674885402337,65528,347.255,0,0,qwen25-7b-budgeted-12000-d030,0.3
sympy__sympy-15345,SU-full,12000,2,sympy__sympy,,,False,silent_crash,83,555951,543813,12138,1500.01,330.707,4.033,1,0.14438419829589466,11896,19.51,0,0,qwen25-7b-budgeted-12000-d030,0.3
sympy__sympy-24066,TR,12000,1,sympy__sympy,,LimitsExceeded,False,limits_exceeded,125,945123,928518,16605,573.55,465.962,3.728,3,0.2967545835354082,0,0.0,0,0,qwen25-7b-budgeted-12000-d030,0.3
sympy__sympy-15345,SU-partial,12000,1,sympy__sympy,,,False,silent_crash,68,504213,492439,11774,1500.01,314.882,4.631,2,0.22403562697727925,21799,21.724,0,0,qwen25-7b-budgeted-12000-d030,0.3
sympy__sympy-17630,TR,12000,2,sympy__sympy,,LimitsExceeded,False,limits_exceeded,125,999432,952747,46685,1409.95,1324.58,10.769,7,0.2838753703335491,0,0.0,0,0,qwen25-7b-budgeted-12000-d030,0.3
sympy__sympy-24443,TR,12000,1,sympy__sympy,,Submitted,False,silent_crash,10,63726,62654,1072,51.23,33.693,3.369,0,1.0,0,0.0,0,0,qwen25-7b-budgeted-12000-d030,0.3
sympy__sympy-24443,SS,12000,1,sympy__sympy,False,Submitted,True,submitted_unresolved,10,30962,30181,781,30.89,21.207,2.356,0,1.0,0,0.0,0,0,qwen25-7b-budgeted-12000-d030,0.3
sympy__sympy-19637,SS,12000,2,sympy__sympy,,LimitsExceeded,False,limits_exceeded,125,849916,828046,21870,815.46,571.705,4.574,3,0.15164343562150273,34854,44.388,0,0,qwen25-7b-budgeted-12000-d030,0.3
sympy__sympy-24443,SS,12000,2,sympy__sympy,False,Submitted,True,submitted_unresolved,7,20736,20213,523,23.73,14.248,2.035,0,1.0,0,0.0,0,0,qwen25-7b-budgeted-12000-d030,0.3
sympy__sympy-17630,SU-full,12000,1,sympy__sympy,,,False,silent_crash,35,273656,269735,3921,1500.01,117.005,3.441,0,1.0,0,0.0,0,0,qwen25-7b-budgeted-12000-d030,0.3
sympy__sympy-24443,SU-partial,12000,2,sympy__sympy,,Submitted,False,silent_crash,9,30220,29350,870,33.13,24.343,2.705,0,1.0,0,0.0,0,0,qwen25-7b-budgeted-12000-d030,0.3
sympy__sympy-24443,TR,12000,2,sympy__sympy,False,Submitted,True,submitted_unresolved,35,204873,201353,3520,137.6,106.191,3.034,1,0.3093276203032301,0,0.0,0,0,qwen25-7b-budgeted-12000-d030,0.3
sympy__sympy-24443,SU-full,12000,2,sympy__sympy,False,Submitted,True,submitted_unresolved,20,96060,93709,2351,109.7,54.653,2.876,1,0.16635514018691588,11056,14.651,0,0,qwen25-7b-budgeted-12000-d030,0.3
sympy__sympy-24443,SS-partial,12000,2,sympy__sympy,,Submitted,False,silent_crash,6,30295,29660,635,26.93,19.473,3.245,0,1.0,0,0.0,0,0,qwen25-7b-budgeted-12000-d030,0.3
sympy__sympy-24066,TR,12000,2,sympy__sympy,,LimitsExceeded,False,limits_exceeded,125,971619,948777,22842,759.42,641.659,5.133,4,0.29507363246833773,0,0.0,0,0,qwen25-7b-budgeted-12000-d030,0.3
sympy__sympy-17630,SS,12000,1,sympy__sympy,,,False,silent_crash,47,381912,374972,6940,1500.01,168.014,3.734,2,0.23866029032498215,22872,43.708,0,0,qwen25-7b-budgeted-12000-d030,0.3
sympy__sympy-24066,SU-full,12000,2,sympy__sympy,False,Submitted,True,submitted_unresolved,73,552513,543374,9139,797.83,236.643,3.333,1,0.1666535587888321,11995,22.518,0,0,qwen25-7b-budgeted-12000-d030,0.3
sympy__sympy-24066,SU-partial,12000,2,sympy__sympy,,Submitted,False,silent_crash,42,320694,314454,6240,389.24,167.575,3.99,1,0.2417868291957782,11601,19.514,0,0,qwen25-7b-budgeted-12000-d030,0.3
sympy__sympy-17630,SU-partial,12000,1,sympy__sympy,,,False,silent_crash,76,609463,598014,11449,1500.02,312.602,4.168,1,0.25830690748655727,11619,12.891,0,0,qwen25-7b-budgeted-12000-d030,0.3
sympy__sympy-24443,SU-partial,12000,1,sympy__sympy,,Submitted,False,silent_crash,34,261791,256941,4850,457.59,131.562,4.244,1,0.20791361692876295,11445,5.31,0,0,qwen25-7b-budgeted-12000-d030,0.3
sympy__sympy-24066,SS-partial,12000,1,sympy__sympy,,LimitsExceeded,False,limits_exceeded,125,925268,905864,19404,580.67,495.9,3.967,2,0.23160484400537734,20538,22.759,0,0,qwen25-7b-budgeted-12000-d030,0.3
sympy__sympy-24066,SU-partial,12000,1,sympy__sympy,,LimitsExceeded,False,limits_exceeded,125,930395,914167,16228,898.32,432.117,3.485,1,0.23127656456104353,11706,14.535,0,0,qwen25-7b-budgeted-12000-d030,0.3
sympy__sympy-19637,SU-partial,12000,2,sympy__sympy,,,False,silent_crash,13,72063,67349,4714,1500.02,131.494,10.958,0,1.0,0,0.0,0,0,qwen25-7b-budgeted-12000-d030,0.3
sympy__sympy-24443,SS-partial,12000,1,sympy__sympy,,LimitsExceeded,False,limits_exceeded,125,993254,975535,17719,807.65,453.641,3.658,3,0.2204545567317703,33057,24.868,0,0,qwen25-7b-budgeted-12000-d030,0.3
sympy__sympy-24066,SS,12000,2,sympy__sympy,,,False,silent_crash,124,981216,956982,24234,1500.01,605.788,4.885,3,0.13641426594977182,39972,39.141,0,0,qwen25-7b-budgeted-12000-d030,0.3
sympy__sympy-24443,SU-full,12000,1,sympy__sympy,,LimitsExceeded,False,limits_exceeded,125,913371,879881,33490,1439.22,850.708,6.916,4,0.14430526956820483,45172,32.026,0,0,qwen25-7b-budgeted-12000-d030,0.3
sympy__sympy-24066,SS-partial,12000,2,sympy__sympy,,,False,silent_crash,116,939446,894173,45273,1500.01,1113.818,9.857,6,0.24188961825917946,62756,101.611,0,0,qwen25-7b-budgeted-12000-d030,0.3
django__django-11066,SS,12000,1,django__django,,Submitted,False,silent_crash,7,15973,15367,606,28.97,14.848,2.121,0,1.0,0,0.0,0,0,qwen25-7b-budgeted-12000-d070,0.7
django__django-11066,TR,12000,1,django__django,,Submitted,False,silent_crash,5,13271,12875,396,36.34,10.681,2.136,0,1.0,0,0.0,0,0,qwen25-7b-budgeted-12000-d070,0.7
django__django-11066,SS-partial,12000,1,django__django,,Submitted,False,silent_crash,8,30700,30155,545,36.75,15.76,2.251,0,1.0,0,0.0,0,0,qwen25-7b-budgeted-12000-d070,0.7
django__django-11066,SU-partial,12000,2,django__django,,Submitted,False,silent_crash,7,15973,15367,606,38.84,15.293,2.185,0,1.0,0,0.0,0,0,qwen25-7b-budgeted-12000-d070,0.7
django__django-11292,SS,12000,2,django__django,False,Submitted,True,submitted_unresolved,6,12505,11925,580,39.03,14.507,2.418,0,1.0,0,0.0,0,0,qwen25-7b-budgeted-12000-d070,0.7
django__django-11066,SU-full,12000,1,django__django,,Submitted,False,silent_crash,9,21985,21218,767,52.47,19.34,2.149,0,1.0,0,0.0,0,0,qwen25-7b-budgeted-12000-d070,0.7
django__django-11292,SS,12000,1,django__django,False,Submitted,True,submitted_unresolved,11,38014,37126,888,54.92,24.554,2.232,0,1.0,0,0.0,0,0,qwen25-7b-budgeted-12000-d070,0.7
django__django-11066,TR,12000,2,django__django,False,Submitted,True,submitted_unresolved,13,34006,32993,1013,56.52,26.632,2.049,0,1.0,0,0.0,0,0,qwen25-7b-budgeted-12000-d070,0.7
django__django-11292,SU-full,12000,2,django__django,,Submitted,False,silent_crash,11,49299,48376,923,57.33,27.35,2.486,0,1.0,0,0.0,0,0,qwen25-7b-budgeted-12000-d070,0.7
django__django-11292,TR,12000,2,django__django,,Submitted,False,silent_crash,14,73052,71866,1186,65.04,35.146,2.51,0,1.0,0,0.0,0,0,qwen25-7b-budgeted-12000-d070,0.7
django__django-11292,SU-full,12000,1,django__django,,Submitted,False,silent_crash,16,67702,66193,1509,77.06,42.7,2.847,0,1.0,0,0.0,0,0,qwen25-7b-budgeted-12000-d070,0.7
django__django-11066,SU-full,12000,2,django__django,,Submitted,False,silent_crash,19,65727,63902,1825,86.07,49.889,2.935,0,1.0,0,0.0,0,0,qwen25-7b-budgeted-12000-d070,0.7
django__django-11299,SU-full,12000,2,django__django,,Submitted,False,silent_crash,9,30527,29771,756,31.23,20.354,2.262,0,1.0,0,0.0,0,0,qwen25-7b-budgeted-12000-d070,0.7
django__django-11292,SS-partial,12000,2,django__django,False,Submitted,True,submitted_unresolved,17,58708,57312,1396,56.47,38.974,2.436,0,1.0,0,0.0,0,0,qwen25-7b-budgeted-12000-d070,0.7
django__django-11299,SS,12000,2,django__django,False,Submitted,True,submitted_unresolved,13,63957,62658,1299,50.31,37.62,2.894,0,1.0,0,0.0,0,0,qwen25-7b-budgeted-12000-d070,0.7
django__django-11292,SS-partial,12000,1,django__django,,LimitsExceeded,False,limits_exceeded,125,1001363,991696,9667,379.03,280.044,2.24,1,0.4226896946877302,8202,8.096,0,0,qwen25-7b-budgeted-12000-d070,0.7
django__django-11299,TR,12000,2,django__django,,LimitsExceeded,False,limits_exceeded,125,1175012,1162999,12013,481.34,389.86,3.119,6,0.6826419715519861,0,0.0,0,0,qwen25-7b-budgeted-12000-d070,0.7
django__django-11299,SS,12000,1,django__django,,LimitsExceeded,False,limits_exceeded,125,1069184,1056765,12419,476.85,359.858,2.879,1,0.1892203725070051,11105,9.033,0,0,qwen25-7b-budgeted-12000-d070,0.7
django__django-11299,TR,12000,1,django__django,,LimitsExceeded,False,limits_exceeded,125,1240616,1227121,13495,514.75,415.993,3.328,3,0.6978907304660963,0,0.0,0,0,qwen25-7b-budgeted-12000-d070,0.7
django__django-12273,TR,12000,1,django__django,,LimitsExceeded,False,limits_exceeded,125,1127367,1115888,11479,449.95,350.013,2.8,2,0.6938741623313183,0,0.0,0,0,qwen25-7b-budgeted-12000-d070,0.7
django__django-12273,SU-full,12000,1,django__django,,Submitted,False,silent_crash,12,29336,28241,1095,49.76,30.706,2.559,0,1.0,0,0.0,0,0,qwen25-7b-budgeted-12000-d070,0.7
django__django-11292,TR,12000,1,django__django,,LimitsExceeded,False,limits_exceeded,125,1156024,1140179,15845,619.04,488.525,3.908,4,0.692447811705651,0,0.0,0,0,qwen25-7b-budgeted-12000-d070,0.7
django__django-11299,SS-partial,12000,1,django__django,,LimitsExceeded,False,limits_exceeded,125,1004515,989300,15215,534.99,424.471,3.396,2,0.4454490652229148,14897,13.771,0,0,qwen25-7b-budgeted-12000-d070,0.7
django__django-11066,SS,12000,2,django__django,,LimitsExceeded,False,limits_exceeded,125,932174,918233,13941,661.64,360.428,2.883,1,0.22126226387465223,12781,39.736,0,0,qwen25-7b-budgeted-12000-d070,0.7
django__django-11299,SS-partial,12000,2,django__django,,LimitsExceeded,False,limits_exceeded,125,1103232,1089049,14183,672.22,394.726,3.158,2,0.4458367329359991,15291,14.176,0,0,qwen25-7b-budgeted-12000-d070,0.7
django__django-11299,SU-full,12000,1,django__django,,LimitsExceeded,False,limits_exceeded,125,1015622,997008,18614,768.55,423.021,3.384,2,0.343369121108663,21590,122.755,0,0,qwen25-7b-budgeted-12000-d070,0.7
django__django-12273,SS-partial,12000,1,django__django,,LimitsExceeded,False,limits_exceeded,125,923880,911498,12382,418.8,344.787,2.758,1,0.4225200628774717,7813,5.407,0,0,qwen25-7b-budgeted-12000-d070,0.7
django__django-11292,SU-partial,12000,2,django__django,False,Submitted,True,submitted_unresolved,75,535162,525545,9617,1010.64,256.423,3.419,1,0.4368552116684454,9074,17.053,0,0,qwen25-7b-budgeted-12000-d070,0.7
django__django-12273,SS,12000,2,django__django,,LimitsExceeded,False,limits_exceeded,125,1012437,997516,14921,526.17,382.717,3.062,4,0.15993162714891745,47011,56.284,0,0,qwen25-7b-budgeted-12000-d070,0.7
django__django-12273,SU-full,12000,2,django__django,False,Submitted,True,submitted_unresolved,108,864005,855118,8887,571.3,254.583,2.357,1,0.13341433778857836,11527,4.209,0,0,qwen25-7b-budgeted-12000-d070,0.7
django__django-12273,TR,12000,2,django__django,,LimitsExceeded,False,limits_exceeded,125,1251843,1231593,20250,734.82,633.724,5.07,10,0.6804808019326714,0,0.0,0,0,qwen25-7b-budgeted-12000-d070,0.7
django__django-13012,TR,12000,2,django__django,,LimitsExceeded,False,limits_exceeded,125,1111758,1099152,12606,442.93,369.673,2.957,2,0.6945316104307357,0,0.0,0,0,qwen25-7b-budgeted-12000-d070,0.7
django__django-13012,TR,12000,1,django__django,,LimitsExceeded,False,limits_exceeded,125,1141683,1125472,16211,571.43,483.732,3.87,3,0.698698516867229,0,0.0,0,0,qwen25-7b-budgeted-12000-d070,0.7
django__django-11292,SU-partial,12000,1,django__django,,Submitted,False,silent_crash,85,376124,364430,11694,1460.05,269.95,5.093,2,0.4789484613066126,18594,74.401,0,0,qwen25-7b-budgeted-12000-d070,0.7
django__django-12273,SS,12000,1,django__django,,LimitsExceeded,False,limits_exceeded,125,984477,968693,15784,940.82,412.141,3.297,3,0.1609148028669977,35961,47.055,0,0,qwen25-7b-budgeted-12000-d070,0.7
django__django-11066,SU-partial,12000,1,django__django,,,False,silent_crash,69,195393,191355,4038,1500.0,99.486,3.316,1,0.45208475734791526,9006,18.297,0,0,qwen25-7b-budgeted-12000-d070,0.7
django__django-11066,SS-partial,12000,2,django__django,,,False,silent_crash,99,823724,813564,10160,1500.0,283.775,2.866,1,0.40620916740709767,12436,9.023,0,0,qwen25-7b-budgeted-12000-d070,0.7
django__django-13012,SS,12000,2,django__django,,LimitsExceeded,False,limits_exceeded,125,881958,868428,13530,469.82,371.572,2.973,1,0.15670910871694418,11356,8.536,0,0,qwen25-7b-budgeted-12000-d070,0.7
django__django-11299,SU-partial,12000,1,django__django,,,False,silent_crash,87,794144,765663,28481,1500.0,588.712,6.845,4,0.4993471428785645,30258,229.787,0,0,qwen25-7b-budgeted-12000-d070,0.7
django__django-11299,SU-partial,12000,2,django__django,,,False,silent_crash,17,124120,122620,1500,1500.0,48.335,2.843,0,1.0,0,0.0,0,0,qwen25-7b-budgeted-12000-d070,0.7
django__django-13012,SS-partial,12000,1,django__django,,LimitsExceeded,False,limits_exceeded,125,1177427,1165393,12034,419.18,329.198,2.634,2,0.4377612024846704,15822,16.737,0,0,qwen25-7b-budgeted-12000-d070,0.7
django__django-12273,SU-partial,12000,2,django__django,,LimitsExceeded,False,limits_exceeded,125,1114709,1097246,17463,1160.68,376.43,3.011,2,0.5762813474413577,16198,125.642,0,0,qwen25-7b-budgeted-12000-d070,0.7
django__django-13012,SU-full,12000,1,django__django,,LimitsExceeded,False,limits_exceeded,125,958821,945078,13743,784.73,383.026,3.064,1,0.14466066259247345,11510,5.858,0,0,qwen25-7b-budgeted-12000-d070,0.7
