task_name,primitive,token_budget,depth,run_num,repo,resolved,exit_status,patch_generated,failure_mode,step_count,total_tokens_consumed,total_prompt_tokens,total_completion_tokens,latency_e2e_s,latency_llm_s,mean_step_latency_s,compression_events,mean_compression_ratio,summarization_prompt_tokens,summarization_latency_s,trc_fallback_events,online_trc_clears
sympy__sympy-13798,SS-partial,15000,0.5,2,sympy__sympy,False,Submitted,True,submitted_unresolved,69,589901,578998,10903,603.29,411.852,6.24,1,0.3031962881814667,12187,4.672,0,0
sympy__sympy-13798,SS-partial,15000,0.5,1,sympy__sympy,False,Submitted,True,submitted_unresolved,57,489519,480126,9393,629.24,342.312,6.113,1,0.3236417794469986,12272,19.05,0,0
sympy__sympy-13647,SS-partial,15000,0.5,2,sympy__sympy,True,Submitted,True,resolved,56,471723,458227,13496,887.84,445.748,8.105,2,0.25347053991330837,26509,15.885,0,0
sympy__sympy-12489,SS-partial,15000,0.5,1,sympy__sympy,False,,False,silent_crash,68,626581,607943,18638,1500.0,482.773,7.315,3,0.3653375576002961,37922,144.47,0,0
sympy__sympy-12489,SS-partial,15000,0.5,2,sympy__sympy,False,,False,silent_crash,117,1035284,1016613,18671,1500.01,582.829,5.024,3,0.28957270799922913,36779,24.165,0,0
sympy__sympy-13878,SS-partial,15000,0.5,1,sympy__sympy,False,LimitsExceeded,False,limits_exceeded,125,1241147,1230739,10408,562.23,465.875,3.727,2,0.3172477910879275,23623,16.369,0,0
sympy__sympy-13647,SS-partial,15000,0.5,1,sympy__sympy,False,,False,silent_crash,56,536874,520856,16018,1500.0,458.147,8.181,1,0.4401081152350188,12033,63.058,0,0
sympy__sympy-13878,SS-partial,15000,0.5,2,sympy__sympy,False,LimitsExceeded,False,limits_exceeded,125,1206075,1193412,12663,817.48,553.796,4.43,2,0.3173185719647007,23719,16.794,0,0
sympy__sympy-14248,SS-partial,15000,0.5,1,sympy__sympy,False,LimitsExceeded,False,limits_exceeded,125,1183906,1170284,13622,638.14,583.996,4.672,2,0.30470066741845275,24557,13.31,0,0
sympy__sympy-14531,SS-partial,15000,0.5,2,sympy__sympy,True,Submitted,True,resolved,106,980133,969028,11105,702.34,437.288,4.246,2,0.3070720430680691,24121,12.167,0,0
sympy__sympy-14248,SS-partial,15000,0.5,2,sympy__sympy,False,Submitted,True,submitted_unresolved,111,959667,943187,16480,1382.79,614.952,6.15,3,0.2999285877906566,36739,44.649,0,0
sympy__sympy-14711,SS-partial,15000,0.5,2,sympy__sympy,True,Submitted,True,resolved,96,840576,827865,12711,567.65,309.76,3.227,2,0.33742234266753357,24837,64.87,0,0
sympy__sympy-14531,SS-partial,15000,0.5,1,sympy__sympy,False,LimitsExceeded,False,limits_exceeded,125,1017219,999745,17474,1429.59,627.683,5.411,3,0.2992982169015144,36327,23.12,0,0
sympy__sympy-15349,SS-partial,15000,0.5,2,sympy__sympy,True,Submitted,True,resolved,40,293857,282884,10973,296.02,270.37,6.759,1,0.3241588200434582,12394,11.311,0,0
sympy__sympy-15349,SS-partial,15000,0.5,1,sympy__sympy,True,Submitted,True,resolved,42,311462,297701,13761,560.68,307.515,7.322,1,0.41723640469171425,13290,48.033,0,0
sympy__sympy-14711,SS-partial,15000,0.5,1,sympy__sympy,False,,False,silent_crash,100,943516,926569,16947,1500.01,442.303,4.468,3,0.3331549580533253,41076,95.591,0,0
sympy__sympy-15875,SS-partial,15000,0.5,2,sympy__sympy,False,Submitted,True,submitted_unresolved,41,365260,346792,18468,738.74,371.979,9.538,2,0.4063086610508923,24950,98.285,0,0
sympy__sympy-16450,SS-partial,15000,0.5,2,sympy__sympy,True,Submitted,True,resolved,24,188625,182429,6196,257.32,146.586,6.108,1,0.3190095142083045,12210,17.431,0,0
sympy__sympy-15875,SS-partial,15000,0.5,1,sympy__sympy,False,Submitted,True,submitted_unresolved,64,516820,495024,21796,841.13,547.091,8.824,2,0.33539623731776647,24686,58.419,0,0
sympy__sympy-17139,SS-partial,15000,0.5,2,sympy__sympy,True,Submitted,True,resolved,28,235007,230800,4207,179.32,165.741,6.139,0,1.0,0,0.0,0,0
sympy__sympy-16450,SS-partial,15000,0.5,1,sympy__sympy,True,Submitted,True,resolved,40,341726,330332,11394,375.05,322.752,8.069,1,0.3202924323256273,12438,29.656,0,0
sympy__sympy-18189,SS-partial,15000,0.5,1,sympy__sympy,True,Submitted,True,resolved,26,231189,225085,6104,198.55,159.367,6.375,1,0.36685996134106513,11474,29.362,0,0
sympy__sympy-18199,SS-partial,15000,0.5,1,sympy__sympy,False,Submitted,True,submitted_unresolved,22,204132,199085,5047,261.41,149.489,6.795,1,0.3047471219764584,12786,18.778,0,0
sympy__sympy-17318,SS-partial,15000,0.5,1,sympy__sympy,False,Submitted,True,submitted_unresolved,32,246187,236225,9962,810.74,243.969,7.624,1,0.3653918260217473,13379,55.531,0,0
sympy__sympy-18211,SS-partial,15000,0.5,2,sympy__sympy,True,Submitted,True,resolved,33,276613,272325,4288,161.68,143.659,4.353,0,1.0,0,0.0,0,0
sympy__sympy-17139,SS-partial,15000,0.5,1,sympy__sympy,False,,False,silent_crash,82,701104,689317,11787,1500.02,376.785,4.652,1,0.3509543018845204,13308,38.585,0,0
sympy__sympy-18211,SS-partial,15000,0.5,1,sympy__sympy,False,Submitted,True,submitted_unresolved,76,669932,658652,11280,486.45,309.018,4.12,2,0.32604139109223634,23960,35.88,0,0
sympy__sympy-17318,SS-partial,15000,0.5,2,sympy__sympy,False,,False,silent_crash,62,622888,613597,9291,1500.04,296.436,4.781,1,0.31789005401970133,12046,3.134,0,0
sympy__sympy-18199,SS-partial,15000,0.5,2,sympy__sympy,False,Submitted,True,submitted_unresolved,52,500737,491803,8934,1352.67,282.445,5.432,1,0.2830577296533867,13680,5.1,0,0
sympy__sympy-18189,SS-partial,15000,0.5,2,sympy__sympy,False,,False,silent_crash,80,686104,663106,22998,1500.01,658.396,8.897,3,0.31388210768909214,36460,45.756,0,0
sympy__sympy-19954,SS-partial,15000,0.5,2,sympy__sympy,True,Submitted,True,resolved,17,78512,75802,2710,95.79,75.687,4.73,0,1.0,0,0.0,0,0
sympy__sympy-19954,SS-partial,15000,0.5,1,sympy__sympy,True,Submitted,True,resolved,28,171298,163716,7582,257.75,182.278,6.751,1,0.13451872669296872,18426,20.138,0,0
sympy__sympy-19040,SS-partial,15000,0.5,1,sympy__sympy,False,LimitsExceeded,False,limits_exceeded,125,1223599,1185502,38097,1499.41,995.104,8.025,5,0.35052131771796885,62853,199.093,0,0
sympy__sympy-19040,SS-partial,15000,0.5,2,sympy__sympy,False,,False,silent_crash,92,928007,903425,24582,1500.01,628.115,7.057,4,0.34441936013880653,50438,132.001,0,0
sympy__sympy-20438,SS-partial,15000,0.5,1,sympy__sympy,False,,False,silent_crash,58,563682,551561,12121,1500.01,374.238,6.452,2,0.31501750587161037,25707,16.603,0,0
sympy__sympy-20916,SS-partial,15000,0.5,1,sympy__sympy,False,LimitsExceeded,False,limits_exceeded,125,1049085,1026837,22248,1081.97,611.062,5.092,4,0.2935721200366425,51509,30.618,0,0
sympy__sympy-22456,SS-partial,15000,0.5,1,sympy__sympy,True,Submitted,True,resolved,37,318454,313165,5289,164.87,151.699,4.214,0,1.0,0,0.0,0,0
sympy__sympy-20438,SS-partial,15000,0.5,2,sympy__sympy,False,,False,silent_crash,85,764303,751954,12349,1500.02,387.661,4.561,2,0.3079087071978713,25292,9.21,0,0
sympy__sympy-24213,SS-partial,15000,0.5,1,sympy__sympy,True,Submitted,True,resolved,33,265075,261115,3960,139.69,128.808,3.903,0,1.0,0,0.0,0,0
sympy__sympy-24213,SS-partial,15000,0.5,2,sympy__sympy,True,Submitted,True,resolved,27,221919,217836,4083,164.8,127.805,4.916,0,1.0,0,0.0,0,0
sympy__sympy-20916,SS-partial,15000,0.5,2,sympy__sympy,False,,False,silent_crash,47,365243,344526,20717,1500.03,500.104,11.907,2,0.33988130825418184,24419,56.922,0,0
sympy__sympy-24661,SS-partial,15000,0.5,2,sympy__sympy,True,Submitted,True,resolved,34,307614,302096,5518,186.65,174.653,5.137,1,0.2903038887458151,12330,1.555,0,0
sympy__sympy-24661,SS-partial,15000,0.5,1,sympy__sympy,True,Submitted,True,resolved,41,365282,358682,6600,221.58,198.863,4.85,1,0.3118313805399898,12707,10.686,0,0
scikit-learn__scikit-learn-12585,SS-partial,15000,0.5,1,scikit-learn__scikit-learn,True,Submitted,True,resolved,26,211740,206291,5449,206.18,190.335,7.321,0,1.0,0,0.0,0,0
scikit-learn__scikit-learn-12585,SS-partial,15000,0.5,2,scikit-learn__scikit-learn,True,Submitted,True,resolved,30,249482,241854,7628,425.03,236.292,8.148,1,0.33903394255874675,11911,17.754,0,0
scikit-learn__scikit-learn-10844,SS-partial,15000,0.5,1,scikit-learn__scikit-learn,True,Submitted,True,resolved,56,457455,446167,11288,529.58,372.314,6.769,1,0.30887611749680716,12719,2.666,0,0
scikit-learn__scikit-learn-10844,SS-partial,15000,0.5,2,scikit-learn__scikit-learn,True,Submitted,True,resolved,29,217709,204206,13503,590.92,323.239,12.432,1,0.3058611593643441,12311,109.31,0,0
scikit-learn__scikit-learn-12973,SS-partial,15000,0.5,1,scikit-learn__scikit-learn,False,Submitted,True,submitted_unresolved,41,424079,417776,6303,344.92,203.736,4.969,1,0.3164244940321744,13079,9.567,0,0
sympy__sympy-22456,SS-partial,15000,0.5,2,sympy__sympy,False,,False,silent_crash,73,550543,539554,10989,1500.02,342.663,5.272,1,0.2756393696719194,12581,2.671,0,0
scikit-learn__scikit-learn-12682,SS-partial,15000,0.5,1,scikit-learn__scikit-learn,True,Submitted,True,resolved,92,971502,952464,19038,822.58,452.288,4.916,4,0.36909687486772175,49176,173.129,0,0
scikit-learn__scikit-learn-12682,SS-partial,15000,0.5,2,scikit-learn__scikit-learn,True,Submitted,True,resolved,93,952306,934729,17577,1003.59,470.162,5.056,5,0.3095712320642613,63688,107.129,0,0
scikit-learn__scikit-learn-13135,SS-partial,15000,0.5,1,scikit-learn__scikit-learn,True,Submitted,True,resolved,38,327975,322869,5106,242.8,160.195,4.216,1,0.20693801478987556,15140,13.971,0,0
scikit-learn__scikit-learn-13135,SS-partial,15000,0.5,2,scikit-learn__scikit-learn,True,Submitted,True,resolved,44,458865,453310,5555,378.01,174.478,3.965,1,0.35221754613143413,11287,4.544,0,0
scikit-learn__scikit-learn-12973,SS-partial,15000,0.5,2,scikit-learn__scikit-learn,False,,False,silent_crash,81,760100,741084,19016,1500.03,568.435,7.479,3,0.3042873831854614,39321,27.484,0,0
scikit-learn__scikit-learn-13439,SS-partial,15000,0.5,2,scikit-learn__scikit-learn,True,Submitted,True,resolved,48,489807,485048,4759,329.09,170.971,3.562,1,0.3152032308494007,11846,6.731,0,0
scikit-learn__scikit-learn-13496,SS-partial,15000,0.5,1,scikit-learn__scikit-learn,True,Submitted,True,resolved,34,338847,334303,4544,270.29,149.761,4.538,1,0.303656390536401,12000,2.798,0,0
scikit-learn__scikit-learn-13496,SS-partial,15000,0.5,2,scikit-learn__scikit-learn,True,Submitted,True,resolved,52,524575,517935,6640,260.59,204.486,3.932,1,0.30981411153308014,11699,6.201,0,0
scikit-learn__scikit-learn-13124,SS-partial,15000,0.5,1,scikit-learn__scikit-learn,False,,False,silent_crash,103,1165293,1136941,28352,1500.01,763.419,7.484,6,0.37191316528796364,66902,137.115,0,0
scikit-learn__scikit-learn-13124,SS-partial,15000,0.5,2,scikit-learn__scikit-learn,False,,False,silent_crash,100,1131741,1109201,22540,1500.02,611.651,6.117,4,0.42286604486544116,44179,114.34,0,0
scikit-learn__scikit-learn-13142,SS-partial,15000,0.5,2,scikit-learn__scikit-learn,True,Submitted,True,resolved,47,437190,427440,9750,1019.08,287.164,6.243,1,0.34944036586833555,12755,21.313,0,0
scikit-learn__scikit-learn-14053,SS-partial,15000,0.5,1,scikit-learn__scikit-learn,True,Submitted,True,resolved,64,614054,605631,8423,391.74,252.797,3.95,2,0.3180299792338756,25022,10.063,0,0
scikit-learn__scikit-learn-13142,SS-partial,15000,0.5,1,scikit-learn__scikit-learn,True,Submitted,True,resolved,66,680299,667741,12558,1184.61,329.375,4.991,2,0.3623600713144811,24798,52.551,0,0
scikit-learn__scikit-learn-13439,SS-partial,15000,0.5,1,scikit-learn__scikit-learn,False,,False,silent_crash,119,1258163,1237522,20641,1500.03,509.497,4.281,6,0.32047019923846315,77478,146.337,0,0
scikit-learn__scikit-learn-14141,SS-partial,15000,0.5,1,scikit-learn__scikit-learn,False,Submitted,True,submitted_unresolved,20,105931,103212,2719,100.98,78.024,3.901,0,1.0,0,0.0,0,0
scikit-learn__scikit-learn-14141,SS-partial,15000,0.5,2,scikit-learn__scikit-learn,False,Submitted,True,submitted_unresolved,22,105259,102627,2632,102.02,78.679,3.747,0,1.0,0,0.0,0,0
scikit-learn__scikit-learn-14053,SS-partial,15000,0.5,2,scikit-learn__scikit-learn,False,,False,silent_crash,53,435089,419193,15896,1500.02,446.666,9.71,2,0.3271557930881701,24690,26.72,0,0
scikit-learn__scikit-learn-14087,SS-partial,15000,0.5,2,scikit-learn__scikit-learn,False,Submitted,True,submitted_unresolved,55,470567,451747,18820,1402.06,392.389,8.175,3,0.3291331744234784,36730,188.102,0,0
scikit-learn__scikit-learn-14087,SS-partial,15000,0.5,1,scikit-learn__scikit-learn,False,,False,silent_crash,34,275318,262136,13182,1500.01,314.605,10.487,2,0.34062838308267496,24911,47.599,0,0
scikit-learn__scikit-learn-14710,SS-partial,15000,0.5,1,scikit-learn__scikit-learn,False,Submitted,True,submitted_unresolved,84,909914,900118,9796,646.38,380.408,4.529,3,0.346992490097936,34925,26.978,0,0
scikit-learn__scikit-learn-14894,SS-partial,15000,0.5,2,scikit-learn__scikit-learn,False,Submitted,True,submitted_unresolved,36,269373,264931,4442,398.44,164.474,4.699,0,1.0,0,0.0,0,0
scikit-learn__scikit-learn-14710,SS-partial,15000,0.5,2,scikit-learn__scikit-learn,False,Submitted,True,submitted_unresolved,76,749275,739957,9318,810.15,352.28,4.697,2,0.35869897036578335,22808,19.555,0,0
scikit-learn__scikit-learn-14629,SS-partial,15000,0.5,1,scikit-learn__scikit-learn,False,,False,silent_crash,56,435480,425876,9604,1500.01,371.433,6.878,1,0.2675893144512391,12969,2.951,0,0
scikit-learn__scikit-learn-14629,SS-partial,15000,0.5,2,scikit-learn__scikit-learn,False,,False,silent_crash,124,1119705,1105961,13744,1500.02,506.749,4.087,4,0.25483417443122464,52477,52.728,0,0
scikit-learn__scikit-learn-14983,SS-partial,15000,0.5,1,scikit-learn__scikit-learn,False,Submitted,True,submitted_unresolved,48,370587,363347,7240,283.27,235.585,5.012,1,0.31162851881083925,12121,12.13,0,0
scikit-learn__scikit-learn-14894,SS-partial,15000,0.5,1,scikit-learn__scikit-learn,False,Submitted,True,submitted_unresolved,51,507272,498349,8923,1371.37,297.311,5.83,2,0.3342555421018262,25067,31.672,0,0
scikit-learn__scikit-learn-14983,SS-partial,15000,0.5,2,scikit-learn__scikit-learn,False,Submitted,True,submitted_unresolved,56,438163,426577,11586,1449.42,324.35,5.897,2,0.2553149896213461,27868,22.349,0,0
scikit-learn__scikit-learn-25102,SS-partial,15000,0.5,1,scikit-learn__scikit-learn,False,,False,silent_crash,71,773502,751867,21635,1500.0,606.493,8.664,4,0.3389607859826643,48509,102.468,0,0
scikit-learn__scikit-learn-25102,SS-partial,15000,0.5,2,scikit-learn__scikit-learn,False,Submitted,True,submitted_unresolved,125,1248453,1221429,27024,1446.37,620.281,4.962,5,0.322563381170233,62505,250.205,0,0
scikit-learn__scikit-learn-25232,SS-partial,15000,0.5,2,scikit-learn__scikit-learn,False,Submitted,True,submitted_unresolved,115,1232214,1215856,16358,1006.98,517.904,4.504,5,0.28868162347766313,62830,49.922,0,0
scikit-learn__scikit-learn-25232,SS-partial,15000,0.5,1,scikit-learn__scikit-learn,False,,False,silent_crash,41,457367,448142,9225,1500.03,132.839,3.321,3,0.33747911821332166,40936,163.834,0,0
scikit-learn__scikit-learn-25931,SS-partial,15000,0.5,2,scikit-learn__scikit-learn,False,LimitsExceeded,False,limits_exceeded,125,1064625,1046488,18137,701.55,557.519,4.646,3,0.33025177376640485,35875,36.495,0,0
scikit-learn__scikit-learn-25931,SS-partial,15000,0.5,1,scikit-learn__scikit-learn,False,,False,silent_crash,29,245895,241089,4806,1500.02,161.561,5.984,0,1.0,0,0.0,0,0
scikit-learn__scikit-learn-26194,SS-partial,15000,0.5,2,scikit-learn__scikit-learn,False,Submitted,True,submitted_unresolved,25,206874,200694,6180,414.95,160.461,6.418,1,0.32336990793290454,12981,9.657,0,0
scikit-learn__scikit-learn-26194,SS-partial,15000,0.5,1,scikit-learn__scikit-learn,False,Submitted,True,submitted_unresolved,46,380994,373806,7188,475.19,204.615,4.65,1,0.31179183135704874,12498,20.503,0,0
scikit-learn__scikit-learn-25973,SS-partial,15000,0.5,1,scikit-learn__scikit-learn,False,,False,silent_crash,82,790442,780661,9781,1500.02,291.808,3.603,3,0.2690088515026532,40872,25.444,0,0
scikit-learn__scikit-learn-25973,SS-partial,15000,0.5,2,scikit-learn__scikit-learn,False,,False,silent_crash,77,711439,698702,12737,1500.06,320.456,4.39,4,0.2876913163826414,52086,31.294,0,0
scikit-learn__scikit-learn-9288,SS-partial,15000,0.5,1,scikit-learn__scikit-learn,False,,False,silent_crash,33,337067,333834,3233,1500.02,99.48,3.015,1,0.2531880807433515,13396,10.671,0,0
scikit-learn__scikit-learn-9288,SS-partial,15000,0.5,2,scikit-learn__scikit-learn,False,,False,silent_crash,104,1093524,1079687,13837,1500.03,295.356,2.868,3,0.3034687902043574,36947,7.733,0,0
django__django-11066,SS-partial,15000,0.5,1,django__django,True,Submitted,True,resolved,7,24621,23675,946,46.32,35.276,5.039,0,1.0,0,0.0,0,0
django__django-11066,SS-partial,15000,0.5,2,django__django,True,Submitted,True,resolved,11,51859,49093,2766,143.36,123.53,12.353,0,1.0,0,0.0,0,0
django__django-11292,SS-partial,15000,0.5,1,django__django,True,Submitted,True,resolved,39,320376,314462,5914,275.04,249.412,6.563,1,0.29860329648507317,12113,2.241,0,0
django__django-13012,SS-partial,15000,0.5,1,django__django,True,Submitted,True,resolved,39,317361,310912,6449,268.72,240.536,6.501,1,0.3170747590518364,12034,9.285,0,0
django__django-11299,SS-partial,15000,0.5,1,django__django,True,Submitted,True,resolved,57,493382,484485,8897,724.07,289.602,5.171,2,0.32431051755966767,23917,18.046,0,0
django__django-11299,SS-partial,15000,0.5,2,django__django,True,Submitted,True,resolved,83,824852,810883,13969,1003.48,453.681,5.466,4,0.28217310646917315,55236,61.778,0,0
django__django-11292,SS-partial,15000,0.5,2,django__django,True,Submitted,True,resolved,44,383243,376898,6345,1214.51,210.455,5.538,1,0.3086161236681653,13270,9.836,0,0
django__django-14915,SS-partial,15000,0.5,1,django__django,True,Submitted,True,resolved,45,402872,397692,5180,184.58,167.935,3.732,0,1.0,0,0.0,0,0
django__django-13964,SS-partial,15000,0.5,1,django__django,False,Submitted,True,submitted_unresolved,84,742547,728236,14311,1047.57,409.178,4.93,2,0.32782487868726323,24822,36.194,0,0
django__django-14915,SS-partial,15000,0.5,2,django__django,True,Submitted,True,resolved,19,98637,96069,2568,206.52,81.672,4.537,0,1.0,0,0.0,0,0
django__django-12273,SS-partial,15000,0.5,2,django__django,False,,False,silent_crash,41,322412,314039,8373,1500.0,245.659,6.299,1,0.2587378640776699,14051,3.564,0,0
django__django-12273,SS-partial,15000,0.5,1,django__django,False,,False,silent_crash,46,320299,310346,9953,1500.0,225.298,6.437,1,0.4583661675860257,12933,122.25,0,0
django__django-13012,SS-partial,15000,0.5,2,django__django,False,,False,silent_crash,100,911591,885841,25750,1500.0,766.94,7.669,4,0.2534652099850038,60288,39.708,0,0
scikit-learn__scikit-learn-10297,SS-partial,15000,0.5,1,scikit-learn__scikit-learn,True,Submitted,True,resolved,50,484408,478310,6098,244.0,201.057,4.021,1,0.3293837293969683,11654,14.405,0,0
django__django-17087,SS-partial,15000,0.5,2,django__django,True,Submitted,True,resolved,35,294645,290600,4045,282.57,157.919,4.645,0,1.0,0,0.0,0,0
django__django-14999,SS-partial,15000,0.5,2,django__django,False,Submitted,True,submitted_unresolved,43,348242,341052,7190,458.25,201.439,4.796,2,0.1974815182100557,29778,26.462,0,0
django__django-13964,SS-partial,15000,0.5,2,django__django,False,,False,silent_crash,74,601371,580035,21336,1500.0,581.471,8.307,3,0.279793083762136,39935,30.681,0,0
scikit-learn__scikit-learn-10297,SS-partial,15000,0.5,2,scikit-learn__scikit-learn,False,Submitted,True,submitted_unresolved,38,334069,329679,4390,427.26,153.845,4.049,1,0.2618489583333333,12528,3.926,0,0
django__django-14580,SS-partial,15000,0.5,1,django__django,False,,False,silent_crash,66,628660,608562,20098,1500.0,578.523,8.765,3,0.2949458048568718,37873,24.775,0,0
django__django-14580,SS-partial,15000,0.5,2,django__django,False,,False,silent_crash,50,506663,496394,10269,1500.0,307.076,6.267,3,0.30610207955446855,38400,33.087,0,0
scikit-learn__scikit-learn-11578,SS-partial,15000,0.5,2,scikit-learn__scikit-learn,True,Submitted,True,resolved,54,589801,576901,12900,478.87,400.633,7.419,2,0.36177279039766186,23278,22.311,0,0
scikit-learn__scikit-learn-11310,SS-partial,15000,0.5,1,scikit-learn__scikit-learn,True,Submitted,True,resolved,79,845529,836544,8985,838.43,297.423,3.765,3,0.2825756016953146,37744,16.293,0,0
django__django-14999,SS-partial,15000,0.5,1,django__django,False,,False,silent_crash,57,508535,498349,10186,1500.0,297.877,5.226,2,0.19506090577401627,31298,20.497,0,0
scikit-learn__scikit-learn-13328,SS-partial,15000,0.5,1,scikit-learn__scikit-learn,True,Submitted,True,resolved,53,543127,536742,6385,305.57,199.126,3.829,2,0.34462351338493735,23654,19.544,0,0
django__django-17087,SS-partial,15000,0.5,1,django__django,False,,False,silent_crash,82,848375,836200,12175,1500.0,442.478,5.601,2,0.2969963082676411,25887,8.497,0,0
scikit-learn__scikit-learn-13328,SS-partial,15000,0.5,2,scikit-learn__scikit-learn,True,Submitted,True,resolved,48,475655,467181,8474,385.05,263.482,5.606,2,0.3273549210101476,23231,16.703,0,0
scikit-learn__scikit-learn-14496,SS-partial,15000,0.5,1,scikit-learn__scikit-learn,True,Submitted,True,resolved,37,248324,244430,3894,159.32,125.447,3.485,0,1.0,0,0.0,0,0
scikit-learn__scikit-learn-13779,SS-partial,15000,0.5,1,scikit-learn__scikit-learn,True,Submitted,True,resolved,29,247421,242996,4425,335.01,130.847,4.512,1,0.3094927630721085,12039,9.006,0,0
scikit-learn__scikit-learn-10908,SS-partial,15000,0.5,1,scikit-learn__scikit-learn,False,,False,silent_crash,55,487089,476273,10816,1500.0,358.545,6.64,1,0.29141404263641696,12064,3.019,0,0
scikit-learn__scikit-learn-15100,SS-partial,15000,0.5,1,scikit-learn__scikit-learn,True,Submitted,True,resolved,20,121520,117182,4338,162.01,141.066,7.053,0,1.0,0,0.0,0,0
scikit-learn__scikit-learn-10908,SS-partial,15000,0.5,2,scikit-learn__scikit-learn,False,,False,silent_crash,78,742176,730759,11417,1500.0,381.126,4.886,2,0.3127066003050025,24091,12.851,0,0
scikit-learn__scikit-learn-15100,SS-partial,15000,0.5,2,scikit-learn__scikit-learn,True,Submitted,True,resolved,16,85336,81062,4274,166.16,145.348,9.084,0,1.0,0,0.0,0,0
scikit-learn__scikit-learn-11310,SS-partial,15000,0.5,2,scikit-learn__scikit-learn,False,LimitsExceeded,False,limits_exceeded,125,1255836,1241285,14551,1374.65,503.727,4.062,4,0.30820688770315174,51454,44.123,0,0
scikit-learn__scikit-learn-14496,SS-partial,15000,0.5,2,scikit-learn__scikit-learn,True,Submitted,True,resolved,44,377485,372024,5461,584.18,163.361,3.713,1,0.32261023790593846,12663,6.87,0,0
scikit-learn__scikit-learn-11578,SS-partial,15000,0.5,1,scikit-learn__scikit-learn,False,,False,silent_crash,76,808543,775021,33522,1500.0,1010.95,13.302,4,0.33162907096318656,48770,52.01,0,0
scikit-learn__scikit-learn-13779,SS-partial,15000,0.5,2,scikit-learn__scikit-learn,False,LimitsExceeded,False,limits_exceeded,125,1165010,1139650,25360,1355.82,724.382,6.087,5,0.3233875064405205,61693,87.152,0,0
scikit-learn__scikit-learn-26323,SS-partial,15000,0.5,2,scikit-learn__scikit-learn,True,Submitted,True,resolved,70,726351,717640,8711,937.71,290.325,4.269,3,0.3207239190649188,36814,15.33,0,0
sympy__sympy-11618,SS-partial,15000,0.5,2,sympy__sympy,True,Submitted,True,resolved,102,938014,924764,13250,724.88,428.453,4.242,2,0.3096875308680628,24856,35.266,0,0
sympy__sympy-11618,SS-partial,15000,0.5,1,sympy__sympy,True,Submitted,True,resolved,67,684514,655522,28992,1020.95,710.385,10.603,3,0.42188206523156824,37539,195.806,0,0
sympy__sympy-13091,SS-partial,15000,0.5,1,sympy__sympy,False,Submitted,True,submitted_unresolved,78,693927,681752,12175,504.13,337.975,4.447,2,0.3094807916822463,26823,38.436,0,0
scikit-learn__scikit-learn-25747,SS-partial,15000,0.5,1,scikit-learn__scikit-learn,False,,False,silent_crash,53,541401,526473,14928,1500.0,420.574,8.247,3,0.37579096596218986,36144,107.176,0,0
scikit-learn__scikit-learn-25747,SS-partial,15000,0.5,2,scikit-learn__scikit-learn,False,,False,silent_crash,81,806662,792297,14365,1500.0,415.221,5.19,4,0.35514094494964804,46403,33.142,0,0
sympy__sympy-13091,SS-partial,15000,0.5,2,sympy__sympy,False,Submitted,True,submitted_unresolved,106,901752,889371,12381,541.22,387.145,3.759,2,0.29341031562018005,24494,8.108,0,0
scikit-learn__scikit-learn-26323,SS-partial,15000,0.5,1,scikit-learn__scikit-learn,False,,False,silent_crash,100,1065083,1040703,24380,1500.0,690.49,7.046,4,0.3555851204770514,48044,83.389,0,0
sympy__sympy-15017,SS-partial,15000,0.5,2,sympy__sympy,False,Submitted,True,submitted_unresolved,24,183769,180042,3727,123.05,106.179,4.826,0,1.0,0,0.0,0,0
sympy__sympy-15017,SS-partial,15000,0.5,1,sympy__sympy,True,Submitted,True,resolved,51,477791,467936,9855,298.59,278.03,5.452,1,0.30499200786917496,12660,8.043,0,0
sympy__sympy-13031,SS-partial,15000,0.5,1,sympy__sympy,False,,False,silent_crash,82,802073,794161,7912,1500.0,302.808,3.693,1,0.33215940685820206,13262,17.061,0,0
sympy__sympy-13031,SS-partial,15000,0.5,2,sympy__sympy,False,,False,silent_crash,83,783098,771378,11720,1500.0,375.709,4.527,1,0.3339282417379531,13252,22.221,0,0
sympy__sympy-17630,SS-partial,15000,0.5,1,sympy__sympy,False,Submitted,True,submitted_unresolved,31,271217,263343,7874,226.98,185.081,6.169,1,0.3389562467053242,11730,17.373,0,0
sympy__sympy-15345,SS-partial,15000,0.5,1,sympy__sympy,True,Submitted,True,resolved,76,670810,657319,13491,521.21,365.647,4.875,2,0.30687953153246705,24195,23.32,0,0
sympy__sympy-19637,SS-partial,15000,0.5,1,sympy__sympy,True,Submitted,True,resolved,23,158492,153386,5106,153.37,145.124,6.31,0,1.0,0,0.0,0,0
sympy__sympy-13757,SS-partial,15000,0.5,2,sympy__sympy,False,LimitsExceeded,False,limits_exceeded,125,862382,844969,17413,781.52,524.325,4.263,2,0.2900306988465972,24731,7.719,0,0
sympy__sympy-19637,SS-partial,15000,0.5,2,sympy__sympy,True,Submitted,True,resolved,27,220707,215022,5685,177.03,166.997,6.185,0,1.0,0,0.0,0,0
sympy__sympy-15345,SS-partial,15000,0.5,2,sympy__sympy,True,Submitted,True,resolved,70,621369,603811,17558,822.38,458.603,6.845,2,0.31154214258112045,24357,38.186,0,0
