cell,path,key,timestamp,exit_status,returncode,e2e_latency_s,n_calls,resolved,compression_events
ablation/qwen35b/d07__b10k__ss-partial,ICLR_results/swebench/ablation/qwen35b/d07__b10k__ss-partial/scikit-learn__scikit-learn-10908/structured-summarize-partial/run_3/trajectory.json,scikit-learn__scikit-learn-10908__structured-summarize-partial__r3,2026-09-08T12:19:02.392742,Submitted,0,349.51,39,True,3
ablation/qwen35b/d07__b10k__ss-partial,ICLR_results/swebench/ablation/qwen35b/d07__b10k__ss-partial/scikit-learn__scikit-learn-10908/structured-summarize-partial/run_2/trajectory.json,scikit-learn__scikit-learn-10908__structured-summarize-partial__r2,2026-09-08T12:19:47.809538,Submitted,0,461.85,51,False,3
ablation/qwen35b/d07__b10k__ss-partial,ICLR_results/swebench/ablation/qwen35b/d07__b10k__ss-partial/scikit-learn__scikit-learn-10908/structured-summarize-partial/run_1/trajectory.json,scikit-learn__scikit-learn-10908__structured-summarize-partial__r1,2026-09-08T12:19:05.819653,Submitted,0,530.58,46,True,4
ablation/qwen35b/d07__b10k__ss-partial,ICLR_results/swebench/ablation/qwen35b/d07__b10k__ss-partial/scikit-learn__scikit-learn-26323/structured-summarize-partial/run_3/trajectory.json,scikit-learn__scikit-learn-26323__structured-summarize-partial__r3,2026-09-08T12:38:23.497629,Submitted,0,688.42,65,,6
ablation/qwen35b/d07__b10k__ss-partial,ICLR_results/swebench/ablation/qwen35b/d07__b10k__ss-partial/scikit-learn__scikit-learn-26323/structured-summarize-partial/run_2/trajectory.json,scikit-learn__scikit-learn-26323__structured-summarize-partial__r2,2026-09-08T12:32:36.520244,Submitted,0,377.87,45,,3
ablation/qwen35b/d07__b10k__ss-partial,ICLR_results/swebench/ablation/qwen35b/d07__b10k__ss-partial/scikit-learn__scikit-learn-26323/structured-summarize-partial/run_1/trajectory.json,scikit-learn__scikit-learn-26323__structured-summarize-partial__r1,2026-09-08T12:42:18.596896,Submitted,0,1001.12,91,,8
ablation/qwen35b/d03__b15k__ss-partial,ICLR_results/swebench/ablation/qwen35b/d03__b15k__ss-partial/sympy__sympy-24066/structured-summarize-partial/run_3/trajectory.json,sympy__sympy-24066__structured-summarize-partial__r3,2026-09-08T09:37:39.909502,Submitted,0,546.15,49,True,1
ablation/qwen35b/d03__b15k__ss-partial,ICLR_results/swebench/ablation/qwen35b/d03__b15k__ss-partial/sympy__sympy-24066/structured-summarize-partial/run_2/trajectory.json,sympy__sympy-24066__structured-summarize-partial__r2,2026-09-08T09:32:34.887314,Submitted,0,271.67,44,True,1
ablation/qwen35b/d03__b15k__ss-partial,ICLR_results/swebench/ablation/qwen35b/d03__b15k__ss-partial/sympy__sympy-24066/structured-summarize-partial/run_1/trajectory.json,sympy__sympy-24066__structured-summarize-partial__r1,2026-09-08T09:44:06.517008,LimitsExceeded,0,970.98,125,,6
ablation/qwen35b/d03__b15k__ss-partial,ICLR_results/swebench/ablation/qwen35b/d03__b15k__ss-partial/scikit-learn__scikit-learn-11578/structured-summarize-partial/run_3/trajectory.json,scikit-learn__scikit-learn-11578__structured-summarize-partial__r3,2026-09-08T09:31:20.832792,Submitted,0,964.96,85,True,4
ablation/qwen35b/d03__b15k__ss-partial,ICLR_results/swebench/ablation/qwen35b/d03__b15k__ss-partial/scikit-learn__scikit-learn-11578/structured-summarize-partial/run_2/trajectory.json,scikit-learn__scikit-learn-11578__structured-summarize-partial__r2,2026-09-08T09:32:38.934294,Submitted,0,1224.72,95,True,4
ablation/qwen35b/d03__b15k__ss-partial,ICLR_results/swebench/ablation/qwen35b/d03__b15k__ss-partial/scikit-learn__scikit-learn-11578/structured-summarize-partial/run_1/trajectory.json,scikit-learn__scikit-learn-11578__structured-summarize-partial__r1,2026-09-08T09:19:48.136362,Submitted,0,583.63,49,True,2
ablation/qwen35b/d03__b15k__ss-partial,ICLR_results/swebench/ablation/qwen35b/d03__b15k__ss-partial/sympy__sympy-13091/structured-summarize-partial/run_3/trajectory.json,sympy__sympy-13091__structured-summarize-partial__r3,2026-09-08T09:35:13.623215,LimitsExceeded,0,742.89,125,,3
ablation/qwen35b/d03__b15k__ss-partial,ICLR_results/swebench/ablation/qwen35b/d03__b15k__ss-partial/sympy__sympy-13091/structured-summarize-partial/run_1/trajectory.json,sympy__sympy-13091__structured-summarize-partial__r1,2026-09-08T09:32:52.074583,LimitsExceeded,0,629.74,125,,2
ablation/qwen35b/d03__b15k__ss-partial,ICLR_results/swebench/ablation/qwen35b/d03__b15k__ss-partial/sympy__sympy-17630/structured-summarize-partial/run_3/trajectory.json,sympy__sympy-17630__structured-summarize-partial__r3,2026-09-08T09:40:09.457708,Submitted,0,839.82,110,False,5
ablation/qwen35b/d03__b15k__ss-partial,ICLR_results/swebench/ablation/qwen35b/d03__b15k__ss-partial/sympy__sympy-17630/structured-summarize-partial/run_1/trajectory.json,sympy__sympy-17630__structured-summarize-partial__r1,2026-09-08T09:31:39.464287,Submitted,0,351.05,27,False,1
ablation/qwen35b/d03__b15k__ss-partial,ICLR_results/swebench/ablation/qwen35b/d03__b15k__ss-partial/django__django-11299/structured-summarize-partial/run_2/trajectory.json,django__django-11299__structured-summarize-partial__r2,2026-09-08T09:22:22.328820,LimitsExceeded,0,1128.58,125,,5
ablation/qwen35b/d03__b15k__ss-partial,ICLR_results/swebench/ablation/qwen35b/d03__b15k__ss-partial/django__django-11299/structured-summarize-partial/run_1/trajectory.json,django__django-11299__structured-summarize-partial__r1,2026-09-08T09:15:27.931364,LimitsExceeded,0,714.18,125,,2
ablation/qwen35b/d03__b15k__ss-partial,ICLR_results/swebench/ablation/qwen35b/d03__b15k__ss-partial/scikit-learn__scikit-learn-13328/structured-summarize-partial/run_1/trajectory.json,scikit-learn__scikit-learn-13328__structured-summarize-partial__r1,2026-09-08T09:20:03.895312,Submitted,0,275.96,41,True,1
ablation/qwen35b/d03__b15k__ss-partial,ICLR_results/swebench/ablation/qwen35b/d03__b15k__ss-partial/scikit-learn__scikit-learn-13779/structured-summarize-partial/run_3/trajectory.json,scikit-learn__scikit-learn-13779__structured-summarize-partial__r3,2026-09-08T09:22:50.724308,Submitted,0,189.43,28,True,0
ablation/qwen35b/d03__b15k__ss-partial,ICLR_results/swebench/ablation/qwen35b/d03__b15k__ss-partial/scikit-learn__scikit-learn-13779/structured-summarize-partial/run_2/trajectory.json,scikit-learn__scikit-learn-13779__structured-summarize-partial__r2,2026-09-08T09:23:51.305710,Submitted,0,393.05,31,True,1
ablation/qwen35b/d03__b15k__ss-partial,ICLR_results/swebench/ablation/qwen35b/d03__b15k__ss-partial/django__django-14580/structured-summarize-partial/run_2/trajectory.json,django__django-14580__structured-summarize-partial__r2,2026-09-08T09:20:44.973363,LimitsExceeded,0,1031.22,125,,5
ablation/qwen35b/d03__b15k__ss-partial,ICLR_results/swebench/ablation/qwen35b/d03__b15k__ss-partial/django__django-14580/structured-summarize-partial/run_1/trajectory.json,django__django-14580__structured-summarize-partial__r1,2026-09-08T09:27:55.534418,LimitsExceeded,0,1461.78,125,,5
ablation/qwen35b/d03__b15k__ss-partial,ICLR_results/swebench/ablation/qwen35b/d03__b15k__ss-partial/django__django-17087/structured-summarize-partial/run_3/trajectory.json,django__django-17087__structured-summarize-partial__r3,2026-09-08T09:28:03.208320,LimitsExceeded,0,1469.45,125,,4
ablation/qwen35b/d03__b15k__ss-partial,ICLR_results/swebench/ablation/qwen35b/d03__b15k__ss-partial/django__django-17087/structured-summarize-partial/run_1/trajectory.json,django__django-17087__structured-summarize-partial__r1,2026-09-08T09:22:03.032068,LimitsExceeded,0,1109.27,125,,4
ablation/qwen35b/d03__b15k__ss-partial,ICLR_results/swebench/ablation/qwen35b/d03__b15k__ss-partial/scikit-learn__scikit-learn-10297/structured-summarize-partial/run_2/trajectory.json,scikit-learn__scikit-learn-10297__structured-summarize-partial__r2,2026-09-08T09:12:14.211719,Submitted,0,520.45,47,True,1
ablation/qwen35b/d03__b15k__ss-partial,ICLR_results/swebench/ablation/qwen35b/d03__b15k__ss-partial/django__django-13964/structured-summarize-partial/run_3/trajectory.json,django__django-13964__structured-summarize-partial__r3,2026-09-08T09:19:41.287626,Submitted,0,967.53,114,True,4
ablation/qwen35b/d03__b15k__ss-partial,ICLR_results/swebench/ablation/qwen35b/d03__b15k__ss-partial/sympy__sympy-13757/structured-summarize-partial/run_3/trajectory.json,sympy__sympy-13757__structured-summarize-partial__r3,2026-09-08T09:38:13.131951,LimitsExceeded,0,768.4,125,,2
ablation/qwen35b/d03__b15k__ss-partial,ICLR_results/swebench/ablation/qwen35b/d03__b15k__ss-partial/sympy__sympy-13757/structured-summarize-partial/run_1/trajectory.json,sympy__sympy-13757__structured-summarize-partial__r1,2026-09-08T09:44:06.730080,LimitsExceeded,0,1215.42,125,,4
ablation/qwen35b/d03__b15k__ss-partial,ICLR_results/swebench/ablation/qwen35b/d03__b15k__ss-partial/scikit-learn__scikit-learn-25747/structured-summarize-partial/run_3/trajectory.json,scikit-learn__scikit-learn-25747__structured-summarize-partial__r3,2026-09-08T09:32:48.543539,Submitted,0,764.65,47,False,2
ablation/qwen35b/d03__b15k__ss-partial,ICLR_results/swebench/ablation/qwen35b/d03__b15k__ss-partial/scikit-learn__scikit-learn-25747/structured-summarize-partial/run_1/trajectory.json,scikit-learn__scikit-learn-25747__structured-summarize-partial__r1,2026-09-08T09:38:55.521287,LimitsExceeded,0,1147.38,125,,5
ablation/qwen35b/d03__b15k__ss-partial,ICLR_results/swebench/ablation/qwen35b/d03__b15k__ss-partial/sympy__sympy-13031/structured-summarize-partial/run_2/trajectory.json,sympy__sympy-13031__structured-summarize-partial__r2,2026-09-08T09:28:45.658321,Submitted,0,402.62,62,False,1
ablation/qwen35b/d03__b15k__ss-partial,ICLR_results/swebench/ablation/qwen35b/d03__b15k__ss-partial/django__django-11292/structured-summarize-partial/run_3/trajectory.json,django__django-11292__structured-summarize-partial__r3,2026-09-08T09:09:29.917045,Submitted,0,356.17,32,True,0
ablation/qwen35b/d03__b15k__ss-partial,ICLR_results/swebench/ablation/qwen35b/d03__b15k__ss-partial/django__django-11292/structured-summarize-partial/run_2/trajectory.json,django__django-11292__structured-summarize-partial__r2,2026-09-08T09:10:04.500566,Submitted,0,390.75,67,True,1
ablation/qwen35b/d03__b15k__ss-partial,ICLR_results/swebench/ablation/qwen35b/d03__b15k__ss-partial/django__django-12273/structured-summarize-partial/run_3/trajectory.json,django__django-12273__structured-summarize-partial__r3,2026-09-08T09:28:33.756728,,-1,1500.0,53,,3
ablation/qwen35b/d03__b15k__ss-partial,ICLR_results/swebench/ablation/qwen35b/d03__b15k__ss-partial/django__django-12273/structured-summarize-partial/run_2/trajectory.json,django__django-12273__structured-summarize-partial__r2,2026-09-08T09:28:33.756902,,-1,1500.0,60,,2
ablation/qwen35b/d03__b15k__ss-partial,ICLR_results/swebench/ablation/qwen35b/d03__b15k__ss-partial/django__django-12273/structured-summarize-partial/run_1/trajectory.json,django__django-12273__structured-summarize-partial__r1,2026-09-08T09:15:15.872882,Submitted,0,702.12,40,False,2
ablation/qwen35b/d03__b15k__ss-partial,ICLR_results/swebench/ablation/qwen35b/d03__b15k__ss-partial/sympy__sympy-24443/structured-summarize-partial/run_3/trajectory.json,sympy__sympy-24443__structured-summarize-partial__r3,2026-09-08T09:39:27.410956,Submitted,0,644.3,62,True,2
ablation/qwen35b/d03__b15k__ss-partial,ICLR_results/swebench/ablation/qwen35b/d03__b15k__ss-partial/sympy__sympy-24443/structured-summarize-partial/run_1/trajectory.json,sympy__sympy-24443__structured-summarize-partial__r1,2026-09-08T09:38:12.853724,Submitted,0,579.1,32,True,1
ablation/qwen35b/d03__b15k__ss-partial,ICLR_results/swebench/ablation/qwen35b/d03__b15k__ss-partial/sympy__sympy-11618/structured-summarize-partial/run_3/trajectory.json,sympy__sympy-11618__structured-summarize-partial__r3,2026-09-08T09:25:48.407808,Submitted,0,303.43,55,True,1
ablation/qwen35b/d03__b15k__ss-partial,ICLR_results/swebench/ablation/qwen35b/d03__b15k__ss-partial/django__django-14999/structured-summarize-partial/run_1/trajectory.json,django__django-14999__structured-summarize-partial__r1,2026-09-08T09:09:51.645529,Submitted,0,377.89,38,True,1
ablation/qwen35b/d03__b15k__ss-partial,ICLR_results/swebench/ablation/qwen35b/d03__b15k__ss-partial/scikit-learn__scikit-learn-11310/structured-summarize-partial/run_3/trajectory.json,scikit-learn__scikit-learn-11310__structured-summarize-partial__r3,2026-09-08T09:20:29.167212,Submitted,0,637.52,86,False,4
ablation/qwen35b/d03__b15k__ss-partial,ICLR_results/swebench/ablation/qwen35b/d03__b15k__ss-partial/scikit-learn__scikit-learn-11310/structured-summarize-partial/run_1/trajectory.json,scikit-learn__scikit-learn-11310__structured-summarize-partial__r1,2026-09-08T09:28:43.110997,LimitsExceeded,0,1153.19,125,,4
ablation/qwen35b/d03__b15k__ss-partial,ICLR_results/swebench/ablation/qwen35b/d03__b15k__ss-partial/scikit-learn__scikit-learn-10908/structured-summarize-partial/run_3/trajectory.json,scikit-learn__scikit-learn-10908__structured-summarize-partial__r3,2026-09-08T09:25:24.728257,LimitsExceeded,0,1310.97,125,,4
ablation/qwen35b/d03__b15k__ss-partial,ICLR_results/swebench/ablation/qwen35b/d03__b15k__ss-partial/scikit-learn__scikit-learn-10908/structured-summarize-partial/run_2/trajectory.json,scikit-learn__scikit-learn-10908__structured-summarize-partial__r2,2026-09-08T09:17:18.248637,Submitted,0,824.49,102,True,3
ablation/qwen35b/d03__b15k__ss-partial,ICLR_results/swebench/ablation/qwen35b/d03__b15k__ss-partial/scikit-learn__scikit-learn-26323/structured-summarize-partial/run_1/trajectory.json,scikit-learn__scikit-learn-26323__structured-summarize-partial__r1,2026-09-08T09:26:09.638001,Submitted,0,340.47,52,True,2
ablation/qwen35b/d03__b20k__ss,ICLR_results/swebench/ablation/qwen35b/d03__b20k__ss/sympy__sympy-15345/structured-summarize/run_1/trajectory.json,sympy__sympy-15345__structured-summarize__r1,2026-09-08T10:02:20.804797,Submitted,0,415.69,43,True,1
ablation/qwen35b/d03__b20k__ss,ICLR_results/swebench/ablation/qwen35b/d03__b20k__ss/scikit-learn__scikit-learn-10297/structured-summarize/run_2/trajectory.json,scikit-learn__scikit-learn-10297__structured-summarize__r2,2026-09-08T09:58:43.546713,Submitted,0,198.43,33,True,0
ablation/qwen35b/d03__b20k__ss,ICLR_results/swebench/ablation/qwen35b/d03__b20k__ss/django__django-13964/structured-summarize/run_1/trajectory.json,django__django-13964__structured-summarize__r1,2026-09-08T10:09:34.594460,Submitted,0,849.48,85,True,3
ablation/qwen35b/d03__b20k__ss,ICLR_results/swebench/ablation/qwen35b/d03__b20k__ss/scikit-learn__scikit-learn-25747/structured-summarize/run_3/trajectory.json,scikit-learn__scikit-learn-25747__structured-summarize__r3,2026-09-08T10:03:50.198993,Submitted,0,505.08,69,False,2
ablation/qwen35b/d03__b20k__ss,ICLR_results/swebench/ablation/qwen35b/d03__b20k__ss/scikit-learn__scikit-learn-25747/structured-summarize/run_1/trajectory.json,scikit-learn__scikit-learn-25747__structured-summarize__r1,2026-09-08T10:08:26.170132,Submitted,0,781.05,110,False,3
ablation/qwen35b/d03__b20k__ss,ICLR_results/swebench/ablation/qwen35b/d03__b20k__ss/sympy__sympy-13031/structured-summarize/run_3/trajectory.json,sympy__sympy-13031__structured-summarize__r3,2026-09-08T10:04:27.173786,Submitted,0,542.06,96,False,1
ablation/qwen35b/d03__b20k__ss,ICLR_results/swebench/ablation/qwen35b/d03__b20k__ss/sympy__sympy-13031/structured-summarize/run_2/trajectory.json,sympy__sympy-13031__structured-summarize__r2,2026-09-08T10:10:18.044899,LimitsExceeded,0,892.93,125,,2
ablation/qwen35b/d03__b20k__ss,ICLR_results/swebench/ablation/qwen35b/d03__b20k__ss/django__django-12273/structured-summarize/run_1/trajectory.json,django__django-12273__structured-summarize__r1,2026-09-08T10:09:52.142918,Submitted,0,867.03,93,True,3
ablation/qwen35b/d03__b20k__ss,ICLR_results/swebench/ablation/qwen35b/d03__b20k__ss/django__django-14999/structured-summarize/run_1/trajectory.json,django__django-14999__structured-summarize__r1,2026-09-08T10:06:23.934175,Submitted,0,658.82,124,True,3
ablation/qwen35b/d03__b20k__ss-partial,ICLR_results/swebench/ablation/qwen35b/d03__b20k__ss-partial/django__django-11299/structured-summarize-partial/run_3/trajectory.json,django__django-11299__structured-summarize-partial__r3,2026-09-08T10:23:11.068932,Submitted,0,553.29,48,True,2
ablation/qwen35b/d03__b20k__ss-partial,ICLR_results/swebench/ablation/qwen35b/d03__b20k__ss-partial/django__django-11299/structured-summarize-partial/run_2/trajectory.json,django__django-11299__structured-summarize-partial__r2,2026-09-08T10:23:10.944008,Submitted,0,553.17,46,True,1
ablation/qwen35b/d03__b20k__ss-partial,ICLR_results/swebench/ablation/qwen35b/d03__b20k__ss-partial/django__django-11299/structured-summarize-partial/run_1/trajectory.json,django__django-11299__structured-summarize-partial__r1,2026-09-08T10:20:25.197050,Submitted,0,387.42,43,True,1
ablation/qwen35b/d03__b20k__ss-partial,ICLR_results/swebench/ablation/qwen35b/d03__b20k__ss-partial/scikit-learn__scikit-learn-13328/structured-summarize-partial/run_3/trajectory.json,scikit-learn__scikit-learn-13328__structured-summarize-partial__r3,2026-09-08T10:27:26.894306,Submitted,0,809.11,101,True,2
ablation/qwen35b/d03__b20k__ss-partial,ICLR_results/swebench/ablation/qwen35b/d03__b20k__ss-partial/scikit-learn__scikit-learn-13328/structured-summarize-partial/run_2/trajectory.json,scikit-learn__scikit-learn-13328__structured-summarize-partial__r2,2026-09-08T10:23:35.840941,Submitted,0,578.06,70,True,2
ablation/qwen35b/d03__b20k__ss-partial,ICLR_results/swebench/ablation/qwen35b/d03__b20k__ss-partial/scikit-learn__scikit-learn-13779/structured-summarize-partial/run_3/trajectory.json,scikit-learn__scikit-learn-13779__structured-summarize-partial__r3,2026-09-08T10:38:57.790446,,-1,1500.0,78,,2
ablation/qwen35b/d03__b20k__ss-partial,ICLR_results/swebench/ablation/qwen35b/d03__b20k__ss-partial/scikit-learn__scikit-learn-13779/structured-summarize-partial/run_1/trajectory.json,scikit-learn__scikit-learn-13779__structured-summarize-partial__r1,2026-09-08T10:18:55.903568,Submitted,0,298.12,34,True,0
ablation/qwen35b/d03__b20k__ss-partial,ICLR_results/swebench/ablation/qwen35b/d03__b20k__ss-partial/sympy__sympy-15345/structured-summarize-partial/run_2/trajectory.json,sympy__sympy-15345__structured-summarize-partial__r2,2026-09-08T10:35:56.056036,Submitted,0,513.71,57,True,0
ablation/qwen35b/d03__b20k__ss-partial,ICLR_results/swebench/ablation/qwen35b/d03__b20k__ss-partial/sympy__sympy-15345/structured-summarize-partial/run_1/trajectory.json,sympy__sympy-15345__structured-summarize-partial__r1,2026-09-08T10:34:44.796201,Submitted,0,540.68,64,True,1
ablation/qwen35b/d03__b20k__ss-partial,ICLR_results/swebench/ablation/qwen35b/d03__b20k__ss-partial/django__django-14580/structured-summarize-partial/run_3/trajectory.json,django__django-14580__structured-summarize-partial__r3,2026-09-08T10:21:54.895198,Submitted,0,477.12,34,False,1
ablation/qwen35b/d03__b20k__ss-partial,ICLR_results/swebench/ablation/qwen35b/d03__b20k__ss-partial/scikit-learn__scikit-learn-14496/structured-summarize-partial/run_2/trajectory.json,scikit-learn__scikit-learn-14496__structured-summarize-partial__r2,2026-09-08T10:18:07.946865,Submitted,0,250.16,29,True,0
ablation/qwen35b/d03__b20k__ss-partial,ICLR_results/swebench/ablation/qwen35b/d03__b20k__ss-partial/django__django-13964/structured-summarize-partial/run_3/trajectory.json,django__django-13964__structured-summarize-partial__r3,2026-09-08T10:37:47.065780,LimitsExceeded,0,1429.29,125,,3
ablation/qwen35b/d03__b20k__ss-partial,ICLR_results/swebench/ablation/qwen35b/d03__b20k__ss-partial/sympy__sympy-13757/structured-summarize-partial/run_2/trajectory.json,sympy__sympy-13757__structured-summarize-partial__r2,2026-09-08T10:35:45.628584,Submitted,0,729.78,124,True,2
ablation/qwen35b/d03__b20k__ss-partial,ICLR_results/swebench/ablation/qwen35b/d03__b20k__ss-partial/sympy__sympy-13757/structured-summarize-partial/run_1/trajectory.json,sympy__sympy-13757__structured-summarize-partial__r1,2026-09-08T10:36:22.432042,LimitsExceeded,0,791.36,125,,1
ablation/qwen35b/d03__b20k__ss-partial,ICLR_results/swebench/ablation/qwen35b/d03__b20k__ss-partial/scikit-learn__scikit-learn-25747/structured-summarize-partial/run_2/trajectory.json,scikit-learn__scikit-learn-25747__structured-summarize-partial__r2,2026-09-08T10:33:01.181889,Submitted,0,845.27,61,False,2
ablation/qwen35b/d03__b20k__ss-partial,ICLR_results/swebench/ablation/qwen35b/d03__b20k__ss-partial/scikit-learn__scikit-learn-25747/structured-summarize-partial/run_1/trajectory.json,scikit-learn__scikit-learn-25747__structured-summarize-partial__r1,2026-09-08T10:29:06.468335,Submitted,0,658.52,62,False,2
ablation/qwen35b/d03__b20k__ss-partial,ICLR_results/swebench/ablation/qwen35b/d03__b20k__ss-partial/django__django-11292/structured-summarize-partial/run_3/trajectory.json,django__django-11292__structured-summarize-partial__r3,2026-09-08T10:20:55.808892,Submitted,0,418.03,41,True,0
ablation/qwen35b/d03__b20k__ss-partial,ICLR_results/swebench/ablation/qwen35b/d03__b20k__ss-partial/django__django-12273/structured-summarize-partial/run_3/trajectory.json,django__django-12273__structured-summarize-partial__r3,2026-09-08T10:38:57.787721,,-1,1500.0,57,,2
ablation/qwen35b/d03__b20k__ss-partial,ICLR_results/swebench/ablation/qwen35b/d03__b20k__ss-partial/django__django-12273/structured-summarize-partial/run_2/trajectory.json,django__django-12273__structured-summarize-partial__r2,2026-09-08T10:38:57.782174,,-1,1500.0,52,,1
ablation/qwen35b/d03__b20k__ss-partial,ICLR_results/swebench/ablation/qwen35b/d03__b20k__ss-partial/sympy__sympy-24443/structured-summarize-partial/run_1/trajectory.json,sympy__sympy-24443__structured-summarize-partial__r1,2026-09-08T10:45:30.298875,Submitted,0,1083.4,123,True,5
ablation/qwen35b/d03__b20k__ss-partial,ICLR_results/swebench/ablation/qwen35b/d03__b20k__ss-partial/sympy__sympy-11618/structured-summarize-partial/run_2/trajectory.json,sympy__sympy-11618__structured-summarize-partial__r2,2026-09-08T10:29:32.438630,Submitted,0,381.49,38,True,0
ablation/qwen35b/d03__b20k__ss-partial,ICLR_results/swebench/ablation/qwen35b/d03__b20k__ss-partial/django__django-14999/structured-summarize-partial/run_3/trajectory.json,django__django-14999__structured-summarize-partial__r3,2026-09-08T10:31:44.833883,LimitsExceeded,0,1067.05,125,,4
ablation/qwen35b/d03__b20k__ss-partial,ICLR_results/swebench/ablation/qwen35b/d03__b20k__ss-partial/django__django-14999/structured-summarize-partial/run_1/trajectory.json,django__django-14999__structured-summarize-partial__r1,2026-09-08T10:38:57.787544,,-1,1500.0,95,,3
ablation/qwen35b/d03__b20k__ss-partial,ICLR_results/swebench/ablation/qwen35b/d03__b20k__ss-partial/scikit-learn__scikit-learn-11310/structured-summarize-partial/run_3/trajectory.json,scikit-learn__scikit-learn-11310__structured-summarize-partial__r3,2026-09-08T10:25:44.112277,Submitted,0,706.33,85,True,3
ablation/qwen35b/d03__b20k__ss-partial,ICLR_results/swebench/ablation/qwen35b/d03__b20k__ss-partial/scikit-learn__scikit-learn-26323/structured-summarize-partial/run_3/trajectory.json,scikit-learn__scikit-learn-26323__structured-summarize-partial__r3,2026-09-08T10:29:01.664800,Submitted,0,426.77,57,True,1
ablation/qwen35b/d03__b20k__ss-partial,ICLR_results/swebench/ablation/qwen35b/d03__b20k__ss-partial/scikit-learn__scikit-learn-26323/structured-summarize-partial/run_2/trajectory.json,scikit-learn__scikit-learn-26323__structured-summarize-partial__r2,2026-09-08T10:29:02.204095,Submitted,0,486.39,47,False,1
ablation/qwen35b/d03__b20k__ss-partial,ICLR_results/swebench/ablation/qwen35b/d03__b20k__ss-partial/scikit-learn__scikit-learn-26323/structured-summarize-partial/run_1/trajectory.json,scikit-learn__scikit-learn-26323__structured-summarize-partial__r1,2026-09-08T10:27:22.347689,Submitted,0,417.15,42,True,1
ablation/qwen35b/d07__b10k__ss,ICLR_results/swebench/ablation/qwen35b/d07__b10k__ss/sympy__sympy-24066/structured-summarize/run_1/trajectory.json,sympy__sympy-24066__structured-summarize__r1,2026-09-08T11:44:22.053663,Submitted,0,790.57,100,,6
ablation/qwen35b/d07__b10k__ss,ICLR_results/swebench/ablation/qwen35b/d07__b10k__ss/django__django-13012/structured-summarize/run_3/trajectory.json,django__django-13012__structured-summarize__r3,2026-09-08T11:16:49.309160,LimitsExceeded,0,710.49,125,,4
ablation/qwen35b/d07__b10k__ss,ICLR_results/swebench/ablation/qwen35b/d07__b10k__ss/django__django-13012/structured-summarize/run_2/trajectory.json,django__django-13012__structured-summarize__r2,2026-09-08T11:18:48.474175,LimitsExceeded,0,829.65,125,,4
ablation/qwen35b/d07__b10k__ss,ICLR_results/swebench/ablation/qwen35b/d07__b10k__ss/django__django-13012/structured-summarize/run_1/trajectory.json,django__django-13012__structured-summarize__r1,2026-09-08T11:11:06.151774,Submitted,0,367.33,65,True,3
ablation/qwen35b/d07__b10k__ss,ICLR_results/swebench/ablation/qwen35b/d07__b10k__ss/scikit-learn__scikit-learn-15100/structured-summarize/run_2/trajectory.json,scikit-learn__scikit-learn-15100__structured-summarize__r2,2026-09-08T11:27:32.775723,Submitted,0,192.71,25,True,1
ablation/qwen35b/d07__b10k__ss,ICLR_results/swebench/ablation/qwen35b/d07__b10k__ss/scikit-learn__scikit-learn-11578/structured-summarize/run_2/trajectory.json,scikit-learn__scikit-learn-11578__structured-summarize__r2,2026-09-08T11:23:26.931806,Submitted,0,278.46,47,True,3
ablation/qwen35b/d07__b10k__ss,ICLR_results/swebench/ablation/qwen35b/d07__b10k__ss/sympy__sympy-13091/structured-summarize/run_3/trajectory.json,sympy__sympy-13091__structured-summarize__r3,2026-09-08T11:38:19.228912,Submitted,0,500.4,55,False,2
ablation/qwen35b/d07__b10k__ss,ICLR_results/swebench/ablation/qwen35b/d07__b10k__ss/sympy__sympy-13091/structured-summarize/run_2/trajectory.json,sympy__sympy-13091__structured-summarize__r2,2026-09-08T11:43:30.021752,LimitsExceeded,0,811.2,125,,5
ablation/qwen35b/d07__b10k__ss,ICLR_results/swebench/ablation/qwen35b/d07__b10k__ss/sympy__sympy-13091/structured-summarize/run_1/trajectory.json,sympy__sympy-13091__structured-summarize__r1,2026-09-08T11:35:35.917754,Submitted,0,385.21,58,False,2
ablation/qwen35b/d07__b10k__ss,ICLR_results/swebench/ablation/qwen35b/d07__b10k__ss/sympy__sympy-17630/structured-summarize/run_2/trajectory.json,sympy__sympy-17630__structured-summarize__r2,2026-09-08T11:38:24.348584,Submitted,0,505.51,57,False,4
ablation/qwen35b/d07__b10k__ss,ICLR_results/swebench/ablation/qwen35b/d07__b10k__ss/django__django-11299/structured-summarize/run_3/trajectory.json,django__django-11299__structured-summarize__r3,2026-09-08T11:29:58.820954,,-1,1500.0,94,,7
ablation/qwen35b/d07__b10k__ss,ICLR_results/swebench/ablation/qwen35b/d07__b10k__ss/django__django-11299/structured-summarize/run_1/trajectory.json,django__django-11299__structured-summarize__r1,2026-09-08T11:24:20.064971,Submitted,0,1161.25,110,True,8
ablation/qwen35b/d07__b10k__ss,ICLR_results/swebench/ablation/qwen35b/d07__b10k__ss/scikit-learn__scikit-learn-13328/structured-summarize/run_3/trajectory.json,scikit-learn__scikit-learn-13328__structured-summarize__r3,2026-09-08T11:35:54.724493,Submitted,0,880.58,61,True,6
