benchmark,model,summarizer,prefix_cache,primitive,budget,depth,scope,required_cohort,status,tasks_on_disk,runs_on_disk,runs_per_task_min,cohort_covered,rows_in_csv,source_dirs,notes,tasks_covered_abl25,runs_capped_1_abl25,runs_capped_2_abl25,runs_capped_3_abl25,runs_capped_4_abl25,runs_capped_5_abl25,tasks_covered_p100,runs_capped_1_p100,runs_capped_2_p100,runs_capped_3_p100,runs_capped_4_p100,runs_capped_5_p100,tasks_covered_tb20,runs_capped_1_tb20,runs_capped_2_tb20,runs_capped_3_tb20,runs_capped_4_tb20,runs_capped_5_tb20,tasks_covered_all,runs_capped_1_all,runs_capped_2_all,runs_capped_3_all,runs_capped_4_all,runs_capped_5_all
terminal-bench,Devstral-Small-2-24B,,,OTRC+SS-partial,3k,0.5,in-scope,TB-15,COMPLETE,15,45,3,TB-15,0,ICLR_results/terminalbench/ablation/devstral24b/di__b3k__otrc-ss-partial,,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10,15,15,15,15,15,30,45,45,45
terminal-bench,Devstral-Small-2-24B,,,OTRC+SS-partial,4k,0.5,in-scope,TB-40,COMPLETE,40,120,3,TB-40,0,ICLR_results/terminalbench/main/devstral24b/di__b4k__otrc-ss-partial,,0,0,0,0,0,0,0,0,0,0,0,0,13,13,26,39,39,39,40,40,80,120,120,120
terminal-bench,Devstral-Small-2-24B,,,OTRC+SS-partial,7k,0.5,in-scope,TB-15,COMPLETE,15,45,3,TB-15,0,ICLR_results/terminalbench/ablation/devstral24b/di__b7k__otrc-ss-partial,,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10,15,15,15,15,15,30,45,45,45
terminal-bench,Devstral-Small-2-24B,,,OTRC+SU-partial,3k,0.5,in-scope,TB-15,COMPLETE,15,45,3,TB-15,0,ICLR_results/terminalbench/ablation/devstral24b/di__b3k__otrc-su-partial,,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10,15,15,15,15,15,30,45,45,45
terminal-bench,Devstral-Small-2-24B,,,OTRC+SU-partial,4k,0.5,in-scope,TB-40,COMPLETE,40,120,3,TB-40,0,ICLR_results/terminalbench/main/devstral24b/di__b4k__otrc-su-partial,,0,0,0,0,0,0,0,0,0,0,0,0,13,13,26,39,39,39,40,40,80,120,120,120
terminal-bench,Devstral-Small-2-24B,,,OTRC+SU-partial,7k,0.5,in-scope,TB-15,COMPLETE,15,45,3,TB-15,0,ICLR_results/terminalbench/ablation/devstral24b/di__b7k__otrc-su-partial,,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10,15,15,15,15,15,30,45,45,45
terminal-bench,Devstral-Small-2-24B,,,OTRC+TR,3k,0.5,in-scope,TB-15,COMPLETE,15,45,3,TB-15,0,ICLR_results/terminalbench/ablation/devstral24b/di__b3k__otrc-tr,,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10,15,15,15,15,15,30,45,45,45
terminal-bench,Devstral-Small-2-24B,,,OTRC+TR,4k,0.5,in-scope,TB-40,COMPLETE,40,120,3,TB-40,0,ICLR_results/terminalbench/main/devstral24b/di__b4k__otrc-tr,,0,0,0,0,0,0,0,0,0,0,0,0,13,13,26,39,39,39,40,40,80,120,120,120
terminal-bench,Devstral-Small-2-24B,,,OTRC+TR,7k,0.5,in-scope,TB-15,COMPLETE,15,45,3,TB-15,0,ICLR_results/terminalbench/ablation/devstral24b/di__b7k__otrc-tr,,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10,15,15,15,15,15,30,45,45,45
terminal-bench,Devstral-Small-2-24B,,,SS,3k,0.3,in-scope,TB-15,COMPLETE,15,45,3,TB-15,0,ICLR_results/terminalbench/ablation/devstral24b/d03__b3k__ss,,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10,15,15,15,15,15,30,45,45,45
terminal-bench,Devstral-Small-2-24B,,,SS,3k,0.5,in-scope,TB-15,COMPLETE,15,45,3,TB-15,0,ICLR_results/terminalbench/ablation/devstral24b/d05__b3k__ss,,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10,15,15,15,15,15,30,45,45,45
terminal-bench,Devstral-Small-2-24B,,,SS,3k,0.7,in-scope,TB-15,COMPLETE,15,45,3,TB-15,0,ICLR_results/terminalbench/ablation/devstral24b/d07__b3k__ss,,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10,15,15,15,15,15,30,45,45,45
terminal-bench,Devstral-Small-2-24B,,,SS,4k,0.3,in-scope,TB-15,COMPLETE,15,45,3,TB-15,0,ICLR_results/terminalbench/ablation/devstral24b/d03__b4k__ss,,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10,15,15,15,15,15,30,45,45,45
terminal-bench,Devstral-Small-2-24B,,,SS,4k,0.5,in-scope,TB-40,COMPLETE,40,120,3,TB-40,0,ICLR_results/terminalbench/main/devstral24b/d05__b4k__ss,,0,0,0,0,0,0,0,0,0,0,0,0,13,13,26,39,39,39,40,40,80,120,120,120
terminal-bench,Devstral-Small-2-24B,,,SS,4k,0.7,in-scope,TB-15,COMPLETE,15,45,3,TB-15,0,ICLR_results/terminalbench/ablation/devstral24b/d07__b4k__ss,,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10,15,15,15,15,15,30,45,45,45
terminal-bench,Devstral-Small-2-24B,,,SS,7k,0.3,in-scope,TB-15,COMPLETE,15,45,3,TB-15,0,ICLR_results/terminalbench/ablation/devstral24b/d03__b7k__ss,,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10,15,15,15,15,15,30,45,45,45
terminal-bench,Devstral-Small-2-24B,,,SS,7k,0.5,in-scope,TB-15,COMPLETE,15,45,3,TB-15,0,ICLR_results/terminalbench/ablation/devstral24b/d05__b7k__ss,,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10,15,15,15,15,15,30,45,45,45
terminal-bench,Devstral-Small-2-24B,,,SS,7k,0.7,in-scope,TB-15,COMPLETE,15,45,3,TB-15,0,ICLR_results/terminalbench/ablation/devstral24b/d07__b7k__ss,,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10,15,15,15,15,15,30,45,45,45
terminal-bench,Devstral-Small-2-24B,,,SS-partial,3k,0.3,in-scope,TB-15,COMPLETE,15,45,3,TB-15,0,ICLR_results/terminalbench/ablation/devstral24b/d03__b3k__ss-partial,,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10,15,15,15,15,15,30,45,45,45
terminal-bench,Devstral-Small-2-24B,,,SS-partial,3k,0.5,in-scope,TB-15,COMPLETE,15,45,3,TB-15,0,ICLR_results/terminalbench/ablation/devstral24b/d05__b3k__ss-partial,,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10,15,15,15,15,15,30,45,45,45
terminal-bench,Devstral-Small-2-24B,,,SS-partial,3k,0.7,in-scope,TB-15,COMPLETE,15,45,3,TB-15,0,ICLR_results/terminalbench/ablation/devstral24b/d07__b3k__ss-partial,,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10,15,15,15,15,15,30,45,45,45
terminal-bench,Devstral-Small-2-24B,,,SS-partial,4k,0.3,in-scope,TB-15,COMPLETE,15,45,3,TB-15,0,ICLR_results/terminalbench/ablation/devstral24b/d03__b4k__ss-partial,,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10,15,15,15,15,15,30,45,45,45
terminal-bench,Devstral-Small-2-24B,,,SS-partial,4k,0.5,in-scope,TB-40,COMPLETE,40,120,3,TB-40,0,ICLR_results/terminalbench/main/devstral24b/d05__b4k__ss-partial,,0,0,0,0,0,0,0,0,0,0,0,0,13,13,26,39,39,39,40,40,80,120,120,120
terminal-bench,Devstral-Small-2-24B,,,SS-partial,4k,0.7,in-scope,TB-15,COMPLETE,15,45,3,TB-15,0,ICLR_results/terminalbench/ablation/devstral24b/d07__b4k__ss-partial,,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10,15,15,15,15,15,30,45,45,45
terminal-bench,Devstral-Small-2-24B,,,SS-partial,7k,0.3,in-scope,TB-15,COMPLETE,15,45,3,TB-15,0,ICLR_results/terminalbench/ablation/devstral24b/d03__b7k__ss-partial,,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10,15,15,15,15,15,30,45,45,45
terminal-bench,Devstral-Small-2-24B,,,SS-partial,7k,0.5,in-scope,TB-15,COMPLETE,15,45,3,TB-15,0,ICLR_results/terminalbench/ablation/devstral24b/d05__b7k__ss-partial,,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10,15,15,15,15,15,30,45,45,45
terminal-bench,Devstral-Small-2-24B,,,SS-partial,7k,0.7,in-scope,TB-15,COMPLETE,15,45,3,TB-15,0,ICLR_results/terminalbench/ablation/devstral24b/d07__b7k__ss-partial,,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10,15,15,15,15,15,30,45,45,45
terminal-bench,Devstral-Small-2-24B,,,SU-full,3k,0.3,in-scope,TB-15,COMPLETE,15,45,3,TB-15,0,ICLR_results/terminalbench/ablation/devstral24b/d03__b3k__su-full,,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10,15,15,15,15,15,30,45,45,45
terminal-bench,Devstral-Small-2-24B,,,SU-full,3k,0.5,in-scope,TB-15,COMPLETE,15,45,3,TB-15,0,ICLR_results/terminalbench/ablation/devstral24b/d05__b3k__su-full,,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10,15,15,15,15,15,30,45,45,45
terminal-bench,Devstral-Small-2-24B,,,SU-full,3k,0.7,in-scope,TB-15,COMPLETE,15,45,3,TB-15,0,ICLR_results/terminalbench/ablation/devstral24b/d07__b3k__su-full,,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10,15,15,15,15,15,30,45,45,45
terminal-bench,Devstral-Small-2-24B,,,SU-full,4k,0.3,in-scope,TB-15,COMPLETE,15,45,3,TB-15,0,ICLR_results/terminalbench/ablation/devstral24b/d03__b4k__su-full,,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10,15,15,15,15,15,30,45,45,45
terminal-bench,Devstral-Small-2-24B,,,SU-full,4k,0.5,in-scope,TB-40,COMPLETE,40,120,3,TB-40,0,ICLR_results/terminalbench/main/devstral24b/d05__b4k__su-full,,0,0,0,0,0,0,0,0,0,0,0,0,13,13,26,39,39,39,40,40,80,120,120,120
terminal-bench,Devstral-Small-2-24B,,,SU-full,4k,0.7,in-scope,TB-15,COMPLETE,15,45,3,TB-15,0,ICLR_results/terminalbench/ablation/devstral24b/d07__b4k__su-full,,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10,15,15,15,15,15,30,45,45,45
terminal-bench,Devstral-Small-2-24B,,,SU-full,7k,0.3,in-scope,TB-15,COMPLETE,15,45,3,TB-15,0,ICLR_results/terminalbench/ablation/devstral24b/d03__b7k__su-full,,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10,15,15,15,15,15,30,45,45,45
terminal-bench,Devstral-Small-2-24B,,,SU-full,7k,0.5,in-scope,TB-15,COMPLETE,15,45,3,TB-15,0,ICLR_results/terminalbench/ablation/devstral24b/d05__b7k__su-full,,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10,15,15,15,15,15,30,45,45,45
terminal-bench,Devstral-Small-2-24B,,,SU-full,7k,0.7,in-scope,TB-15,COMPLETE,15,45,3,TB-15,0,ICLR_results/terminalbench/ablation/devstral24b/d07__b7k__su-full,,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10,15,15,15,15,15,30,45,45,45
terminal-bench,Devstral-Small-2-24B,,,SU-partial,3k,0.3,in-scope,TB-15,COMPLETE,15,45,3,TB-15,0,ICLR_results/terminalbench/ablation/devstral24b/d03__b3k__su-partial,,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10,15,15,15,15,15,30,45,45,45
terminal-bench,Devstral-Small-2-24B,,,SU-partial,3k,0.5,in-scope,TB-15,COMPLETE,15,45,3,TB-15,0,ICLR_results/terminalbench/ablation/devstral24b/d05__b3k__su-partial,,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10,15,15,15,15,15,30,45,45,45
terminal-bench,Devstral-Small-2-24B,,,SU-partial,3k,0.7,in-scope,TB-15,COMPLETE,15,45,3,TB-15,0,ICLR_results/terminalbench/ablation/devstral24b/d07__b3k__su-partial,,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10,15,15,15,15,15,30,45,45,45
terminal-bench,Devstral-Small-2-24B,,,SU-partial,4k,0.3,in-scope,TB-15,COMPLETE,15,45,3,TB-15,0,ICLR_results/terminalbench/ablation/devstral24b/d03__b4k__su-partial,,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10,15,15,15,15,15,30,45,45,45
terminal-bench,Devstral-Small-2-24B,,,SU-partial,4k,0.5,in-scope,TB-40,COMPLETE,40,120,3,TB-40,0,ICLR_results/terminalbench/main/devstral24b/d05__b4k__su-partial,,0,0,0,0,0,0,0,0,0,0,0,0,13,13,26,39,39,39,40,40,80,120,120,120
terminal-bench,Devstral-Small-2-24B,,,SU-partial,4k,0.7,in-scope,TB-15,COMPLETE,15,45,3,TB-15,0,ICLR_results/terminalbench/ablation/devstral24b/d07__b4k__su-partial,,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10,15,15,15,15,15,30,45,45,45
terminal-bench,Devstral-Small-2-24B,,,SU-partial,7k,0.3,in-scope,TB-15,COMPLETE,15,45,3,TB-15,0,ICLR_results/terminalbench/ablation/devstral24b/d03__b7k__su-partial,,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10,15,15,15,15,15,30,45,45,45
terminal-bench,Devstral-Small-2-24B,,,SU-partial,7k,0.5,in-scope,TB-15,COMPLETE,15,45,3,TB-15,0,ICLR_results/terminalbench/ablation/devstral24b/d05__b7k__su-partial,,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10,15,15,15,15,15,30,45,45,45
terminal-bench,Devstral-Small-2-24B,,,SU-partial,7k,0.7,in-scope,TB-15,COMPLETE,15,45,3,TB-15,0,ICLR_results/terminalbench/ablation/devstral24b/d07__b7k__su-partial,,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10,15,15,15,15,15,30,45,45,45
terminal-bench,Devstral-Small-2-24B,,,TR,3k,0.3,in-scope,TB-15,COMPLETE,15,45,3,TB-15,0,ICLR_results/terminalbench/ablation/devstral24b/d03__b3k__tr,,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10,15,15,15,15,15,30,45,45,45
terminal-bench,Devstral-Small-2-24B,,,TR,3k,0.5,in-scope,TB-15,COMPLETE,15,45,3,TB-15,0,ICLR_results/terminalbench/ablation/devstral24b/d05__b3k__tr,,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10,15,15,15,15,15,30,45,45,45
terminal-bench,Devstral-Small-2-24B,,,TR,3k,0.7,in-scope,TB-15,COMPLETE,15,45,3,TB-15,0,ICLR_results/terminalbench/ablation/devstral24b/d07__b3k__tr,,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10,15,15,15,15,15,30,45,45,45
terminal-bench,Devstral-Small-2-24B,,,TR,4k,0.3,in-scope,TB-15,COMPLETE,15,45,3,TB-15,0,ICLR_results/terminalbench/ablation/devstral24b/d03__b4k__tr,,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10,15,15,15,15,15,30,45,45,45
terminal-bench,Devstral-Small-2-24B,,,TR,4k,0.5,in-scope,TB-40,COMPLETE,40,120,3,TB-40,0,ICLR_results/terminalbench/main/devstral24b/d05__b4k__tr,,0,0,0,0,0,0,0,0,0,0,0,0,13,13,26,39,39,39,40,40,80,120,120,120
terminal-bench,Devstral-Small-2-24B,,,TR,4k,0.7,in-scope,TB-15,COMPLETE,15,45,3,TB-15,0,ICLR_results/terminalbench/ablation/devstral24b/d07__b4k__tr,,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10,15,15,15,15,15,30,45,45,45
terminal-bench,Devstral-Small-2-24B,,,TR,7k,0.3,in-scope,TB-15,COMPLETE,15,45,3,TB-15,0,ICLR_results/terminalbench/ablation/devstral24b/d03__b7k__tr,,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10,15,15,15,15,15,30,45,45,45
terminal-bench,Devstral-Small-2-24B,,,TR,7k,0.5,in-scope,TB-15,COMPLETE,15,45,3,TB-15,0,ICLR_results/terminalbench/ablation/devstral24b/d05__b7k__tr,,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10,15,15,15,15,15,30,45,45,45
terminal-bench,Devstral-Small-2-24B,,,TR,7k,0.7,in-scope,TB-15,COMPLETE,15,45,3,TB-15,0,ICLR_results/terminalbench/ablation/devstral24b/d07__b7k__tr,,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10,15,15,15,15,15,30,45,45,45
terminal-bench,Devstral-Small-2-24B,,,TRC,3k,0.5,in-scope,TB-15,COMPLETE,15,45,3,TB-15,0,ICLR_results/terminalbench/ablation/devstral24b/di__b3k__trc,,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10,15,15,15,15,15,30,45,45,45
terminal-bench,Devstral-Small-2-24B,,,TRC,4k,0.5,in-scope,TB-40,COMPLETE,40,120,3,TB-40,0,ICLR_results/terminalbench/main/devstral24b/di__b4k__trc,,0,0,0,0,0,0,0,0,0,0,0,0,13,13,26,39,39,39,40,40,80,120,120,120
terminal-bench,Devstral-Small-2-24B,,,TRC,7k,0.5,in-scope,TB-15,COMPLETE,15,45,3,TB-15,0,ICLR_results/terminalbench/ablation/devstral24b/di__b7k__trc,,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10,15,15,15,15,15,30,45,45,45
terminal-bench,Devstral-Small-2-24B,,,TRC+SS,3k,0.5,in-scope,TB-15,COMPLETE,15,45,3,TB-15,0,ICLR_results/terminalbench/ablation/devstral24b/di__b3k__trc-ss,,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10,15,15,15,15,15,30,45,45,45
terminal-bench,Devstral-Small-2-24B,,,TRC+SS,4k,0.5,in-scope,TB-40,COMPLETE,40,120,3,TB-40,0,ICLR_results/terminalbench/main/devstral24b/di__b4k__trc-ss,,0,0,0,0,0,0,0,0,0,0,0,0,13,13,26,39,39,39,40,40,80,120,120,120
terminal-bench,Devstral-Small-2-24B,,,TRC+SS,7k,0.5,in-scope,TB-15,COMPLETE,15,45,3,TB-15,0,ICLR_results/terminalbench/ablation/devstral24b/di__b7k__trc-ss,,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10,15,15,15,15,15,30,45,45,45
terminal-bench,Devstral-Small-2-24B,,,TRC+SU,3k,0.5,in-scope,TB-15,COMPLETE,15,45,3,TB-15,0,ICLR_results/terminalbench/ablation/devstral24b/di__b3k__trc-su,,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10,15,15,15,15,15,30,45,45,45
terminal-bench,Devstral-Small-2-24B,,,TRC+SU,4k,0.5,in-scope,TB-40,COMPLETE,40,120,3,TB-40,0,ICLR_results/terminalbench/main/devstral24b/di__b4k__trc-su,,0,0,0,0,0,0,0,0,0,0,0,0,13,13,26,39,39,39,40,40,80,120,120,120
terminal-bench,Devstral-Small-2-24B,,,TRC+SU,7k,0.5,in-scope,TB-15,COMPLETE,15,45,3,TB-15,0,ICLR_results/terminalbench/ablation/devstral24b/di__b7k__trc-su,,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10,15,15,15,15,15,30,45,45,45
terminal-bench,GLM-4.7-Flash,,,FC,inf,0.5,in-scope,TB-40,PARTIAL,80,290,1,TB-80,0,ICLR_results/terminalbench/main/glm47flash/di__binf__fc;ICLR_results/terminalbench/main/p80_rootless/glm47flash/di__binf__fc;ICLR_results/terminalbench/main/p80_subuid_required/glm47flash/di__binf__fc,only 1/3 runs/task,0,0,0,0,0,0,0,0,0,0,0,0,20,20,37,54,67,80,80,80,143,206,248,290
terminal-bench,GLM-4.7-Flash,,,OTRC,inf,0.5,in-scope,TB-40,COMPLETE,40,120,3,TB-40,0,ICLR_results/terminalbench/main/glm47flash/di__binf__otrc,,0,0,0,0,0,0,0,0,0,0,0,0,13,13,26,39,39,39,40,40,80,120,120,120
terminal-bench,GLM-4.7-Flash,,,OTRC+SS-partial,3k,0.5,in-scope,TB-40,COMPLETE,40,120,3,TB-40,0,ICLR_results/terminalbench/main/glm47flash/di__b3k__otrc-ss-partial,,0,0,0,0,0,0,0,0,0,0,0,0,13,13,26,39,39,39,40,40,80,120,120,120
terminal-bench,GLM-4.7-Flash,,,OTRC+SU-partial,3k,0.5,in-scope,TB-40,COMPLETE,40,120,3,TB-40,0,ICLR_results/terminalbench/main/glm47flash/di__b3k__otrc-su-partial,,0,0,0,0,0,0,0,0,0,0,0,0,13,13,26,39,39,39,40,40,80,120,120,120
terminal-bench,GLM-4.7-Flash,,,OTRC+TR,3k,0.5,in-scope,TB-40,COMPLETE,40,120,3,TB-40,0,ICLR_results/terminalbench/main/glm47flash/di__b3k__otrc-tr,,0,0,0,0,0,0,0,0,0,0,0,0,13,13,26,39,39,39,40,40,80,120,120,120
terminal-bench,GLM-4.7-Flash,,,SS,2k,0.3,in-scope,TB-15,PARTIAL,15,15,1,TB-15,0,ICLR_results/terminalbench/ablation/glm47flash/d03__b2k__ss,only 1/3 runs/task,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,15,15,15,15,15,15
terminal-bench,GLM-4.7-Flash,,,SS,3k,0.5,in-scope,TB-40,COMPLETE,40,120,3,TB-40,0,ICLR_results/terminalbench/main/glm47flash/d05__b3k__ss,,0,0,0,0,0,0,0,0,0,0,0,0,13,13,26,39,39,39,40,40,80,120,120,120
terminal-bench,GLM-4.7-Flash,,,SS-partial,3k,0.5,in-scope,TB-40,COMPLETE,40,120,3,TB-40,0,ICLR_results/terminalbench/main/glm47flash/d05__b3k__ss-partial,,0,0,0,0,0,0,0,0,0,0,0,0,13,13,26,39,39,39,40,40,80,120,120,120
terminal-bench,GLM-4.7-Flash,,,SU-full,2k,0.3,in-scope,TB-15,COMPLETE,15,45,3,TB-15,0,ICLR_results/terminalbench/ablation/glm47flash/d03__b2k__su-full,,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10,15,15,15,15,15,30,45,45,45
terminal-bench,GLM-4.7-Flash,,,SU-full,3k,0.5,in-scope,TB-40,COMPLETE,40,120,3,TB-40,0,ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-full,,0,0,0,0,0,0,0,0,0,0,0,0,13,13,26,39,39,39,40,40,80,120,120,120
terminal-bench,GLM-4.7-Flash,,,SU-partial,2k,0.3,in-scope,TB-15,COMPLETE,15,45,3,TB-15,0,ICLR_results/terminalbench/ablation/glm47flash/d03__b2k__su-partial,,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10,15,15,15,15,15,30,45,45,45
terminal-bench,GLM-4.7-Flash,,,SU-partial,3k,0.5,in-scope,TB-40,COMPLETE,40,120,3,TB-40,0,ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-partial,,0,0,0,0,0,0,0,0,0,0,0,0,13,13,26,39,39,39,40,40,80,120,120,120
terminal-bench,GLM-4.7-Flash,,,TR,2k,0.3,in-scope,TB-15,COMPLETE,15,45,3,TB-15,0,ICLR_results/terminalbench/ablation/glm47flash/d03__b2k__tr,,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10,15,15,15,15,15,30,45,45,45
terminal-bench,GLM-4.7-Flash,,,TR,3k,0.5,in-scope,TB-40,COMPLETE,40,120,3,TB-40,0,ICLR_results/terminalbench/main/glm47flash/d05__b3k__tr,,0,0,0,0,0,0,0,0,0,0,0,0,13,13,26,39,39,39,40,40,80,120,120,120
terminal-bench,GLM-4.7-Flash,,,TRC,2k,0.5,in-scope,TB-15,COMPLETE,15,45,3,TB-15,0,ICLR_results/terminalbench/ablation/glm47flash/di__b2k__trc,,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10,15,15,15,15,15,30,45,45,45
terminal-bench,GLM-4.7-Flash,,,TRC,3k,0.5,in-scope,TB-40,COMPLETE,40,120,3,TB-40,0,ICLR_results/terminalbench/main/glm47flash/di__b3k__trc,,0,0,0,0,0,0,0,0,0,0,0,0,13,13,26,39,39,39,40,40,80,120,120,120
terminal-bench,GLM-4.7-Flash,,,TRC+SS,3k,0.5,in-scope,TB-40,COMPLETE,40,120,3,TB-40,0,ICLR_results/terminalbench/main/glm47flash/di__b3k__trc-ss,,0,0,0,0,0,0,0,0,0,0,0,0,13,13,26,39,39,39,40,40,80,120,120,120
terminal-bench,GLM-4.7-Flash,,,TRC+SU,2k,0.5,in-scope,TB-15,COMPLETE,15,45,3,TB-15,0,ICLR_results/terminalbench/ablation/glm47flash/di__b2k__trc-su,,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10,15,15,15,15,15,30,45,45,45
terminal-bench,GLM-4.7-Flash,,,TRC+SU,3k,0.5,in-scope,TB-40,COMPLETE,40,120,3,TB-40,0,ICLR_results/terminalbench/main/glm47flash/di__b3k__trc-su,,0,0,0,0,0,0,0,0,0,0,0,0,13,13,26,39,39,39,40,40,80,120,120,120
