benchmark,model,primitive,budget,depth,scope,required_cohort,status,tasks_on_disk,runs_on_disk,runs_per_task_min,cohort_covered,rows_in_csv,source_dirs,notes,tasks_covered_abl30,runs_capped_1_abl30,runs_capped_2_abl30,runs_capped_3_abl30,runs_capped_4_abl30,runs_capped_5_abl30,tasks_covered_p100,runs_capped_1_p100,runs_capped_2_p100,runs_capped_3_p100,runs_capped_4_p100,runs_capped_5_p100
swebench,Qwen2.5-7B,SU-partial,8k,0.3,model-expansion,,HAVE (csv-only),0,0,0,ABL-30,60,,csv only (raw data on Albus),30,30,60,60,60,60,30,30,60,60,60,60
swebench,Qwen2.5-7B,SU-partial,8k,0.5,model-expansion,,HAVE (csv-only),0,0,0,ABL-30,60,,csv only (raw data on Albus),30,30,60,60,60,60,30,30,60,60,60,60
swebench,Qwen2.5-7B,SU-partial,8k,0.7,model-expansion,,HAVE (csv-only),0,0,0,ABL-30,60,,csv only (raw data on Albus),30,30,60,60,60,60,30,30,60,60,60,60
swebench,Qwen2.5-7B,SU-partial,12k,0.3,model-expansion,,HAVE (csv-only),0,0,0,ABL-30,60,,csv only (raw data on Albus),30,30,60,60,60,60,30,30,60,60,60,60
swebench,Qwen2.5-7B,SU-partial,12k,0.5,model-expansion,,HAVE (csv-only),0,0,0,ABL-30,60,,csv only (raw data on Albus),30,30,60,60,60,60,30,30,60,60,60,60
swebench,Qwen2.5-7B,SU-partial,12k,0.7,model-expansion,,HAVE (csv-only),0,0,0,ABL-30,60,,csv only (raw data on Albus),30,30,60,60,60,60,30,30,60,60,60,60
swebench,Qwen2.5-7B,TR,4k,0.3,model-expansion,,HAVE (csv-only),0,0,0,ABL-30,60,,csv only (raw data on Albus),30,30,60,60,60,60,30,30,60,60,60,60
swebench,Qwen2.5-7B,TR,4k,0.5,model-expansion,,HAVE (csv-only),0,0,0,ABL-30,60,,csv only (raw data on Albus),30,30,60,60,60,60,30,30,60,60,60,60
swebench,Qwen2.5-7B,TR,4k,0.7,model-expansion,,HAVE (csv-only),0,0,0,ABL-30,60,,csv only (raw data on Albus),30,30,60,60,60,60,30,30,60,60,60,60
swebench,Qwen2.5-7B,TR,8k,0.3,model-expansion,,HAVE (csv-only),0,0,0,ABL-30,60,,csv only (raw data on Albus),30,30,60,60,60,60,30,30,60,60,60,60
swebench,Qwen2.5-7B,TR,8k,0.5,model-expansion,,HAVE (csv-only),0,0,0,ABL-30,60,,csv only (raw data on Albus),30,30,60,60,60,60,30,30,60,60,60,60
swebench,Qwen2.5-7B,TR,8k,0.7,model-expansion,,HAVE (csv-only),0,0,0,ABL-30,60,,csv only (raw data on Albus),30,30,60,60,60,60,30,30,60,60,60,60
swebench,Qwen2.5-7B,TR,12k,0.3,model-expansion,,HAVE (csv-only),0,0,0,ABL-30,60,,csv only (raw data on Albus),30,30,60,60,60,60,30,30,60,60,60,60
swebench,Qwen2.5-7B,TR,12k,0.5,model-expansion,,HAVE (csv-only),0,0,0,ABL-30,60,,csv only (raw data on Albus),30,30,60,60,60,60,30,30,60,60,60,60
swebench,Qwen2.5-7B,TR,12k,0.7,model-expansion,,HAVE (csv-only),0,0,0,ABL-30,60,,csv only (raw data on Albus),30,30,60,60,60,60,30,30,60,60,60,60
swebench,Qwen2.5-7B,TRC,4k,0.5,model-expansion,,HAVE (csv-only),0,0,0,ABL-30,60,,csv only (raw data on Albus),30,30,60,60,60,60,30,30,60,60,60,60
swebench,Qwen2.5-7B,TRC,8k,0.5,model-expansion,,HAVE (csv-only),0,0,0,ABL-30,60,,csv only (raw data on Albus),30,30,60,60,60,60,30,30,60,60,60,60
swebench,Qwen2.5-7B,TRC,12k,0.5,model-expansion,,HAVE (csv-only),0,0,0,ABL-30,60,,csv only (raw data on Albus),30,30,60,60,60,60,30,30,60,60,60,60
swebench,Qwen2.5-7B,TRC+SS,4k,0.5,model-expansion,,HAVE (csv-only),0,0,0,ABL-30,60,,csv only (raw data on Albus),30,30,60,60,60,60,30,30,60,60,60,60
swebench,Qwen2.5-7B,TRC+SS,8k,0.5,model-expansion,,HAVE (csv-only),0,0,0,ABL-30,60,,csv only (raw data on Albus),30,30,60,60,60,60,30,30,60,60,60,60
swebench,Qwen2.5-7B,TRC+SS,12k,0.5,model-expansion,,HAVE (csv-only),0,0,0,ABL-30,60,,csv only (raw data on Albus),30,30,60,60,60,60,30,30,60,60,60,60
swebench,Qwen2.5-7B,TRC+SU,4k,0.5,model-expansion,,HAVE (csv-only),0,0,0,ABL-30,60,,csv only (raw data on Albus),30,30,60,60,60,60,30,30,60,60,60,60
swebench,Qwen2.5-7B,TRC+SU,8k,0.5,model-expansion,,HAVE (csv-only),0,0,0,ABL-30,60,,csv only (raw data on Albus),30,30,60,60,60,60,30,30,60,60,60,60
swebench,Qwen2.5-7B,TRC+SU,12k,0.5,model-expansion,,HAVE (csv-only),0,0,0,ABL-30,60,,csv only (raw data on Albus),30,30,60,60,60,60,30,30,60,60,60,60
swebench,Qwen2.5-Coder-32B,FC,inf,0.5,in-scope,ABL-30,PARTIAL,30,60,2,ABL-30,0,qwen25-coder-32b-inf;qwen25-coder-32b-pilot,only 2/3 runs/task,30,30,60,60,60,60,30,30,60,60,60,60
swebench,Qwen2.5-Coder-32B,OTRC,inf,0.5,in-scope,ABL-30,PARTIAL,30,60,2,ABL-30,0,qwen25-coder-32b-inf,only 2/3 runs/task,30,30,60,60,60,60,30,30,60,60,60,60
swebench,Qwen2.5-Coder-32B,OTRC+SS-partial,15k,0.5,model-expansion,,HAVE,30,60,0,ABL-30,0,qwen25-coder-32b-budgeted-15000,,30,30,60,60,60,60,30,30,60,60,60,60
swebench,Qwen2.5-Coder-32B,OTRC+SU-partial,15k,0.5,model-expansion,,HAVE,30,60,0,ABL-30,0,qwen25-coder-32b-budgeted-15000,,30,30,60,60,60,60,30,30,60,60,60,60
swebench,Qwen2.5-Coder-32B,OTRC+TR,15k,0.5,model-expansion,,HAVE,30,60,0,ABL-30,0,qwen25-coder-32b-budgeted-15000,,30,30,60,60,60,60,30,30,60,60,60,60
swebench,Qwen2.5-Coder-32B,SS,15k,0.5,model-expansion,,HAVE,30,60,0,ABL-30,0,qwen25-coder-32b-budgeted-15000,,30,30,60,60,60,60,30,30,60,60,60,60
swebench,Qwen2.5-Coder-32B,SS-partial,15k,0.5,model-expansion,,HAVE,30,60,0,ABL-30,0,qwen25-coder-32b-budgeted-15000,,30,30,60,60,60,60,30,30,60,60,60,60
swebench,Qwen2.5-Coder-32B,SU-full,15k,0.5,model-expansion,,HAVE,30,60,0,ABL-30,0,qwen25-coder-32b-budgeted-15000,,30,30,60,60,60,60,30,30,60,60,60,60
swebench,Qwen2.5-Coder-32B,SU-partial,15k,0.5,model-expansion,,HAVE,30,60,0,ABL-30,0,qwen25-coder-32b-budgeted-15000,,30,30,60,60,60,60,30,30,60,60,60,60
swebench,Qwen2.5-Coder-32B,TR,15k,0.5,model-expansion,,HAVE,30,60,0,ABL-30,0,qwen25-coder-32b-budgeted-15000,,30,30,60,60,60,60,30,30,60,60,60,60
swebench,Qwen2.5-Coder-32B,TRC,15k,0.5,model-expansion,,HAVE,30,60,0,ABL-30,0,qwen25-coder-32b-budgeted-15000,,30,30,60,60,60,60,30,30,60,60,60,60
swebench,Qwen2.5-Coder-32B,TRC+SS,15k,0.5,model-expansion,,HAVE,30,60,0,ABL-30,0,qwen25-coder-32b-budgeted-15000,,30,30,60,60,60,60,30,30,60,60,60,60
swebench,Qwen2.5-Coder-32B,TRC+SU,15k,0.5,model-expansion,,HAVE,30,60,0,ABL-30,0,qwen25-coder-32b-budgeted-15000,,30,30,60,60,60,60,30,30,60,60,60,60
swebench,Qwen3-30B-A3B-2507/awq-int4,FC,inf,0.5,model-expansion,,HAVE (csv-only),0,0,0,ABL-30,60,,csv only (raw data on Albus),30,30,60,60,60,60,30,30,60,60,60,60
swebench,Qwen3-30B-A3B-2507/awq-int4,SU-full,20k,0.5,model-expansion,,HAVE (csv-only),0,0,0,ABL-30,60,,csv only (raw data on Albus),30,30,60,60,60,60,30,30,60,60,60,60
swebench,Qwen3-30B-A3B-2507/awq-int4,TR,20k,0.5,model-expansion,,HAVE (csv-only),0,0,0,ABL-30,60,,csv only (raw data on Albus),30,30,60,60,60,60,30,30,60,60,60,60
swebench,Qwen3-30B-A3B-2507/awq-int4,TRC+SS,20k,0.5,model-expansion,,HAVE (csv-only),0,0,0,ABL-30,60,,csv only (raw data on Albus),30,30,60,60,60,60,30,30,60,60,60,60
swebench,Qwen3-30B-A3B-2507/fp16,FC,inf,0.5,model-expansion,,HAVE (csv-only),0,0,0,ABL-30,60,,csv only (raw data on Albus),30,30,60,60,60,60,30,30,60,60,60,60
swebench,Qwen3-30B-A3B-2507/fp16,SU-full,20k,0.5,model-expansion,,HAVE (csv-only),0,0,0,ABL-30,60,,csv only (raw data on Albus),30,30,60,60,60,60,30,30,60,60,60,60
swebench,Qwen3-30B-A3B-2507/fp16,TR,20k,0.5,model-expansion,,HAVE (csv-only),0,0,0,ABL-30,60,,csv only (raw data on Albus),30,30,60,60,60,60,30,30,60,60,60,60
swebench,Qwen3-30B-A3B-2507/fp16,TRC+SS,20k,0.5,model-expansion,,HAVE (csv-only),0,0,0,ABL-30,60,,csv only (raw data on Albus),30,30,60,60,60,60,30,30,60,60,60,60
swebench,Qwen3-30B-A3B-2507/fp8,FC,inf,0.5,model-expansion,,HAVE (csv-only),0,0,0,ABL-30,60,,csv only (raw data on Albus),30,30,60,60,60,60,30,30,60,60,60,60
swebench,Qwen3-30B-A3B-2507/fp8,SU-full,20k,0.5,model-expansion,,HAVE (csv-only),0,0,0,ABL-30,60,,csv only (raw data on Albus),30,30,60,60,60,60,30,30,60,60,60,60
swebench,Qwen3-30B-A3B-2507/fp8,TR,20k,0.5,model-expansion,,HAVE (csv-only),0,0,0,ABL-30,60,,csv only (raw data on Albus),30,30,60,60,60,60,30,30,60,60,60,60
swebench,Qwen3-30B-A3B-2507/fp8,TRC+SS,20k,0.5,model-expansion,,HAVE (csv-only),0,0,0,ABL-30,60,,csv only (raw data on Albus),30,30,60,60,60,60,30,30,60,60,60,60
swebench,Qwen3-30B-A3B-2507/gptq-int4,FC,inf,0.5,model-expansion,,HAVE (csv-only),0,0,0,ABL-30,60,,csv only (raw data on Albus),30,30,60,60,60,60,30,30,60,60,60,60
swebench,Qwen3-30B-A3B-2507/gptq-int4,SU-full,20k,0.5,model-expansion,,HAVE (csv-only),0,0,0,ABL-30,60,,csv only (raw data on Albus),30,30,60,60,60,60,30,30,60,60,60,60
swebench,Qwen3-30B-A3B-2507/gptq-int4,TR,20k,0.5,model-expansion,,HAVE (csv-only),0,0,0,ABL-30,60,,csv only (raw data on Albus),30,30,60,60,60,60,30,30,60,60,60,60
swebench,Qwen3-30B-A3B-2507/gptq-int4,TRC+SS,20k,0.5,model-expansion,,HAVE (csv-only),0,0,0,ABL-30,60,,csv only (raw data on Albus),30,30,60,60,60,60,30,30,60,60,60,60
